level_name,direction,horizon,target_pct,stop_pct,n,n_base,hit,base_hit,hit_lift,exp,base_exp,edge
poc,fade,3,0.015,0.01,116,273,0.25862068965517243,0.32234432234432236,-0.06372363268914993,-0.0022413793103448275,-0.0010989010989011,-0.0011424782114437275
poc,fade,3,0.015,0.015,116,273,0.29310344827586204,0.3882783882783883,-0.09517494000252624,-0.0025862068965517237,-0.00054945054945055,-0.0020367563471011736
poc,fade,3,0.015,0.02,116,273,0.31896551724137934,0.40293040293040294,-0.0839648856890236,-0.001939655172413794,0.0002564102564102558,-0.0021960654288240497
poc,fade,3,0.015,0.03,116,273,0.3448275862068966,0.40293040293040294,-0.05810281672350637,0.0,0.001208791208791209,-0.001208791208791209
poc,fade,3,0.02,0.005,116,273,0.13793103448275862,0.17216117216117216,-0.03423013767841354,-0.0011206896551724137,-0.0004578754578754575,-0.0006628141972969562
poc,fade,3,0.02,0.01,116,273,0.1724137931034483,0.2673992673992674,-0.0949854742958191,-0.0028448275862068963,-0.0008058608058608058,-0.0020389667803460904
poc,fade,3,0.02,0.015,116,273,0.1810344827586207,0.304029304029304,-0.12299482127068331,-0.0036206896551724136,-0.000677655677655677,-0.0029430339775167367
poc,fade,3,0.02,0.02,116,273,0.20689655172413793,0.31868131868131866,-0.11178476695718073,-0.002931034482758621,0.0003663003663003658,-0.003297334849058987
poc,fade,3,0.02,0.03,116,273,0.21551724137931033,0.31868131868131866,-0.10316407730200833,-0.0008620689655172412,0.0013186813186813191,-0.00218075028419856
poc,fade,3,0.03,0.005,116,273,0.10344827586206896,0.07326007326007326,0.0301882026019957,-0.0007758620689655174,-0.0017582417582417587,0.0009823796892762414
poc,fade,3,0.03,0.01,116,273,0.13793103448275862,0.10622710622710622,0.031703928255652394,-0.0021551724137931034,-0.0031135531135531133,0.0009583806997600099
poc,fade,3,0.03,0.015,116,273,0.13793103448275862,0.1282051282051282,0.009725906277630425,-0.003103448275862069,-0.0030769230769230765,-2.652519893899235e-05
poc,fade,3,0.03,0.02,116,273,0.15517241379310345,0.13553113553113552,0.01964127826196793,-0.002413793103448276,-0.0020146520146520157,-0.00039914108879626027
poc,fade,3,0.03,0.03,116,273,0.15517241379310345,0.13553113553113552,0.01964127826196793,-0.0005172413793103443,-0.0010989010989010991,0.0005816597195907548
poc,momentum,3,0.005,0.005,116,273,0.46551724137931033,0.3443223443223443,0.12119489705696601,-0.00034482758620689636,-0.0015567765567765567,0.0012119489705696602
poc,momentum,3,0.005,0.01,116,273,0.6379310344827587,0.5824175824175825,0.055513452065176216,-0.00034482758620689685,-0.0012271062271062274,0.0008822786408993306
poc,momentum,3,0.005,0.015,116,273,0.7327586206896551,0.6959706959706959,0.0367879247189592,0.00017241379310344843,-0.0007509157509157508,0.0009233295440191992
poc,momentum,3,0.005,0.02,116,273,0.75,0.7619047619047619,-0.011904761904761862,0.0004741379310344827,0.0,0.0004741379310344827
poc,momentum,3,0.005,0.03,116,273,0.75,0.7838827838827839,-0.03388278388278387,-0.00012931034482758583,0.0015018315018315023,-0.0016311418466590881
