ticker,session_date,entry_rule,exit_rule,status,entry_idx,exit_idx,entry_price,exit_price,entry_ts,exit_ts,bars_held,underlying_pnl,underlying_pct,hit_daily_target,hit_daily_stop
JPM,2024-09-03,C,Y,ok,0.0,1.0,223.78,223.565,2024-09-03 09:30:00-04:00,2024-09-03 09:31:00-04:00,1.0,-0.2150000000000034,-0.0009607650370900144,True,False
JPM,2024-09-03,C,Z,ok,0.0,44.0,223.78,221.2001,2024-09-03 09:30:00-04:00,2024-09-03 10:14:00-04:00,44.0,-2.579900000000009,-0.01152873357762092,True,False
SPY,2024-09-04,A,X,ok,0.0,180.0,550.27,552.42,2024-09-04 09:30:00-04:00,2024-09-04 12:30:00-04:00,180.0,2.1499999999999773,0.003907172842422769,False,False
SPY,2024-09-04,A,Y,ok,0.0,1.0,550.27,550.34,2024-09-04 09:30:00-04:00,2024-09-04 09:31:00-04:00,1.0,0.07000000000005002,0.00012721027859060102,False,False
SPY,2024-09-04,A,Z,ok,0.0,120.0,550.27,551.47,2024-09-04 09:30:00-04:00,2024-09-04 11:30:00-04:00,120.0,1.2000000000000455,0.002180747632980256,False,False
SPY,2024-09-04,B,X,ok,0.0,180.0,550.27,552.42,2024-09-04 09:30:00-04:00,2024-09-04 12:30:00-04:00,180.0,2.1499999999999773,0.003907172842422769,False,False
SPY,2024-09-04,B,Y,ok,0.0,1.0,550.27,550.34,2024-09-04 09:30:00-04:00,2024-09-04 09:31:00-04:00,1.0,0.07000000000005002,0.00012721027859060102,False,False
SPY,2024-09-04,B,Z,ok,0.0,120.0,550.27,551.47,2024-09-04 09:30:00-04:00,2024-09-04 11:30:00-04:00,120.0,1.2000000000000455,0.002180747632980256,False,False
SPY,2024-09-04,C,X,ok,0.0,180.0,550.27,552.42,2024-09-04 09:30:00-04:00,2024-09-04 12:30:00-04:00,180.0,2.1499999999999773,0.003907172842422769,False,False
SPY,2024-09-04,C,Y,ok,0.0,1.0,550.27,550.34,2024-09-04 09:30:00-04:00,2024-09-04 09:31:00-04:00,1.0,0.07000000000005002,0.00012721027859060102,False,False
SPY,2024-09-04,C,Z,ok,0.0,120.0,550.27,551.47,2024-09-04 09:30:00-04:00,2024-09-04 11:30:00-04:00,120.0,1.2000000000000455,0.002180747632980256,False,False
SPY,2024-09-20,A,X,ok,0.0,180.0,567.83,567.95,2024-09-20 09:30:00-04:00,2024-09-20 12:30:00-04:00,180.0,0.12000000000000455,0.00021133085606608412,False,False
SPY,2024-09-20,A,Y,ok,0.0,3.0,567.83,567.89,2024-09-20 09:30:00-04:00,2024-09-20 09:33:00-04:00,3.0,0.05999999999994543,0.00010566542803294195,False,False
SPY,2024-09-20,A,Z,ok,0.0,27.0,567.83,567.53,2024-09-20 09:30:00-04:00,2024-09-20 09:57:00-04:00,27.0,-0.3000000000000682,-0.0005283271401653103,False,False
SPY,2024-09-20,B,—,skipped_entry,,,,,,,,,,,
SPY,2024-09-20,C,X,ok,29.0,209.0,567.149,568.1485,2024-09-20 09:59:00-04:00,2024-09-20 12:59:00-04:00,180.0,0.9995000000000118,0.0017623234811310817,False,False
SPY,2024-09-20,C,Y,ok,29.0,67.0,567.149,567.51,2024-09-20 09:59:00-04:00,2024-09-20 10:37:00-04:00,38.0,0.36099999999999,0.0006365170352058983,False,False
SPY,2024-09-20,C,Z,ok,29.0,43.0,567.149,566.46,2024-09-20 09:59:00-04:00,2024-09-20 10:13:00-04:00,14.0,-0.6889999999999645,-0.0012148483026505636,False,False
JPM,2024-09-30,A,X,ok,0.0,180.0,205.9541,209.51,2024-09-30 09:30:00-04:00,2024-09-30 12:30:00-04:00,180.0,3.55589999999998,0.01726549750648314,False,False
JPM,2024-09-30,A,Y,ok,0.0,1.0,205.9541,205.885,2024-09-30 09:30:00-04:00,2024-09-30 09:31:00-04:00,1.0,-0.06910000000002015,-0.0003355116504115244,False,False
JPM,2024-09-30,A,Z,ok,0.0,157.0,205.9541,209.39,2024-09-30 09:30:00-04:00,2024-09-30 12:07:00-04:00,157.0,3.4358999999999753,0.01668284341025488,False,False
JPM,2024-09-30,B,X,ok,0.0,180.0,205.9541,209.51,2024-09-30 09:30:00-04:00,2024-09-30 12:30:00-04:00,180.0,3.55589999999998,0.01726549750648314,False,False
JPM,2024-09-30,B,Y,ok,0.0,1.0,205.9541,205.885,2024-09-30 09:30:00-04:00,2024-09-30 09:31:00-04:00,1.0,-0.06910000000002015,-0.0003355116504115244,False,False
JPM,2024-09-30,B,Z,ok,0.0,157.0,205.9541,209.39,2024-09-30 09:30:00-04:00,2024-09-30 12:07:00-04:00,157.0,3.4358999999999753,0.01668284341025488,False,False
JPM,2024-09-30,C,X,ok,0.0,180.0,205.9541,209.51,2024-09-30 09:30:00-04:00,2024-09-30 12:30:00-04:00,180.0,3.55589999999998,0.01726549750648314,False,False
JPM,2024-09-30,C,Y,ok,0.0,1.0,205.9541,205.885,2024-09-30 09:30:00-04:00,2024-09-30 09:31:00-04:00,1.0,-0.06910000000002015,-0.0003355116504115244,False,False
JPM,2024-09-30,C,Z,ok,0.0,157.0,205.9541,209.39,2024-09-30 09:30:00-04:00,2024-09-30 12:07:00-04:00,157.0,3.4358999999999753,0.01668284341025488,False,False
JPM,2024-10-03,A,X,ok,0.0,14.0,205.96,205.065,2024-10-03 09:30:00-04:00,2024-10-03 09:44:00-04:00,14.0,-0.8950000000000102,-0.004345503981355653,False,True
JPM,2024-10-03,A,Y,ok,0.0,4.0,205.96,205.97,2024-10-03 09:30:00-04:00,2024-10-03 09:34:00-04:00,4.0,0.009999999999990905,4.855311711007431e-05,False,False
JPM,2024-10-03,A,Z,ok,0.0,180.0,205.96,205.38,2024-10-03 09:30:00-04:00,2024-10-03 12:30:00-04:00,180.0,-0.5800000000000125,-0.002816080792386932,False,True
JPM,2024-10-03,B,X,ok,5.0,14.0,206.26,205.065,2024-10-03 09:35:00-04:00,2024-10-03 09:44:00-04:00,9.0,-1.1949999999999932,-0.0057936584892853355,False,True
JPM,2024-10-03,B,Y,ok,5.0,6.0,206.26,206.055,2024-10-03 09:35:00-04:00,2024-10-03 09:36:00-04:00,1.0,-0.20499999999998408,-0.0009938912052748186,False,False
JPM,2024-10-03,B,Z,ok,5.0,185.0,206.26,205.38,2024-10-03 09:35:00-04:00,2024-10-03 12:35:00-04:00,180.0,-0.8799999999999955,-0.0042664598080092864,False,True
JPM,2024-10-03,C,X,ok,16.0,17.0,204.74,204.88,2024-10-03 09:46:00-04:00,2024-10-03 09:47:00-04:00,1.0,0.13999999999998636,0.0006837940802968954,False,True
JPM,2024-10-03,C,Y,ok,16.0,30.0,204.74,205.3725,2024-10-03 09:46:00-04:00,2024-10-03 10:00:00-04:00,14.0,0.6324999999999932,0.003089283969913027,False,True
JPM,2024-10-03,C,Z,ok,16.0,196.0,204.74,205.025,2024-10-03 09:46:00-04:00,2024-10-03 12:46:00-04:00,180.0,0.2849999999999966,0.0013920093777473703,False,True
SPY,2024-10-22,A,X,ok,0.0,107.0,580.87,582.16,2024-10-22 09:30:00-04:00,2024-10-22 11:17:00-04:00,107.0,1.2899999999999636,0.0022208067209529905,True,False
SPY,2024-10-22,A,Y,ok,0.0,3.0,580.87,580.83,2024-10-22 09:30:00-04:00,2024-10-22 09:33:00-04:00,3.0,-0.03999999999996362,-6.88622239054584e-05,False,False
SPY,2024-10-22,A,Z,ok,0.0,107.0,580.87,582.16,2024-10-22 09:30:00-04:00,2024-10-22 11:17:00-04:00,107.0,1.2899999999999636,0.0022208067209529905,True,False
SPY,2024-10-22,B,—,skipped_entry,,,,,,,,,,,
SPY,2024-10-22,C,X,ok,1.0,107.0,580.51,582.16,2024-10-22 09:31:00-04:00,2024-10-22 11:17:00-04:00,106.0,1.6499999999999773,0.0028423282975314416,True,False
SPY,2024-10-22,C,Y,ok,1.0,3.0,580.51,580.83,2024-10-22 09:31:00-04:00,2024-10-22 09:33:00-04:00,2.0,0.32000000000005,0.0005512394274001309,False,False
SPY,2024-10-22,C,Z,ok,1.0,107.0,580.51,582.16,2024-10-22 09:31:00-04:00,2024-10-22 11:17:00-04:00,106.0,1.6499999999999773,0.0028423282975314416,True,False
SPY,2024-10-23,A,X,ok,0.0,103.0,581.52,579.07,2024-10-23 09:30:00-04:00,2024-10-23 11:13:00-04:00,103.0,-2.449999999999932,-0.004213096712064816,False,True
SPY,2024-10-23,A,Y,ok,0.0,3.0,581.52,581.36,2024-10-23 09:30:00-04:00,2024-10-23 09:33:00-04:00,3.0,-0.15999999999996817,-0.00027514100976745113,False,False
SPY,2024-10-23,A,Z,ok,0.0,46.0,581.52,580.62,2024-10-23 09:30:00-04:00,2024-10-23 10:16:00-04:00,46.0,-0.8999999999999773,-0.0015476681799421813,False,False
SPY,2024-10-23,B,X,ok,0.0,103.0,581.52,579.07,2024-10-23 09:30:00-04:00,2024-10-23 11:13:00-04:00,103.0,-2.449999999999932,-0.004213096712064816,False,True
SPY,2024-10-23,B,Y,ok,0.0,3.0,581.52,581.36,2024-10-23 09:30:00-04:00,2024-10-23 09:33:00-04:00,3.0,-0.15999999999996817,-0.00027514100976745113,False,False
SPY,2024-10-23,B,Z,ok,0.0,46.0,581.52,580.62,2024-10-23 09:30:00-04:00,2024-10-23 10:16:00-04:00,46.0,-0.8999999999999773,-0.0015476681799421813,False,False
SPY,2024-10-23,C,X,ok,1.0,103.0,581.27,579.07,2024-10-23 09:31:00-04:00,2024-10-23 11:13:00-04:00,102.0,-2.199999999999932,-0.0037848160063308476,False,True
SPY,2024-10-23,C,Y,ok,1.0,3.0,581.27,581.36,2024-10-23 09:31:00-04:00,2024-10-23 09:33:00-04:00,2.0,0.09000000000003183,0.0001548333820772306,False,False
SPY,2024-10-23,C,Z,ok,1.0,46.0,581.27,580.62,2024-10-23 09:31:00-04:00,2024-10-23 10:16:00-04:00,45.0,-0.6499999999999773,-0.0011182410927795643,False,False
JPM,2024-10-24,A,X,ok,0.0,8.0,221.89,223.57,2024-10-24 09:30:00-04:00,2024-10-24 09:38:00-04:00,8.0,1.6800000000000068,0.007571319122087552,True,False
JPM,2024-10-24,A,Y,ok,0.0,1.0,221.89,222.54,2024-10-24 09:30:00-04:00,2024-10-24 09:31:00-04:00,1.0,0.6500000000000057,0.002929379422236269,False,False
JPM,2024-10-24,A,Z,ok,0.0,139.0,221.89,222.48,2024-10-24 09:30:00-04:00,2024-10-24 11:49:00-04:00,139.0,0.5900000000000034,0.00265897516787599,True,False
JPM,2024-10-24,B,X,ok,0.0,8.0,221.89,223.57,2024-10-24 09:30:00-04:00,2024-10-24 09:38:00-04:00,8.0,1.6800000000000068,0.007571319122087552,True,False
JPM,2024-10-24,B,Y,ok,0.0,1.0,221.89,222.54,2024-10-24 09:30:00-04:00,2024-10-24 09:31:00-04:00,1.0,0.6500000000000057,0.002929379422236269,False,False
JPM,2024-10-24,B,Z,ok,0.0,139.0,221.89,222.48,2024-10-24 09:30:00-04:00,2024-10-24 11:49:00-04:00,139.0,0.5900000000000034,0.00265897516787599,True,False
JPM,2024-10-24,C,X,ok,0.0,8.0,221.89,223.57,2024-10-24 09:30:00-04:00,2024-10-24 09:38:00-04:00,8.0,1.6800000000000068,0.007571319122087552,True,False
JPM,2024-10-24,C,Y,ok,0.0,1.0,221.89,222.54,2024-10-24 09:30:00-04:00,2024-10-24 09:31:00-04:00,1.0,0.6500000000000057,0.002929379422236269,False,False
JPM,2024-10-24,C,Z,ok,0.0,139.0,221.89,222.48,2024-10-24 09:30:00-04:00,2024-10-24 11:49:00-04:00,139.0,0.5900000000000034,0.00265897516787599,True,False
SPY,2024-10-31,A,X,ok,0.0,79.0,575.1278,571.1699,2024-10-31 09:30:00-04:00,2024-10-31 10:49:00-04:00,79.0,-3.957899999999995,-0.006881774798575195,False,True
SPY,2024-10-31,A,Y,ok,0.0,5.0,575.1278,574.98,2024-10-31 09:30:00-04:00,2024-10-31 09:35:00-04:00,5.0,-0.14779999999996107,-0.00025698636024890656,False,False
SPY,2024-10-31,A,Z,ok,0.0,16.0,575.1278,574.4325,2024-10-31 09:30:00-04:00,2024-10-31 09:46:00-04:00,16.0,-0.6952999999999747,-0.0012089486893173565,False,False
SPY,2024-10-31,B,X,ok,7.0,79.0,575.48,571.1699,2024-10-31 09:37:00-04:00,2024-10-31 10:49:00-04:00,72.0,-4.310100000000034,-0.007489573920900872,False,True
SPY,2024-10-31,B,Y,ok,7.0,8.0,575.48,575.13,2024-10-31 09:37:00-04:00,2024-10-31 09:38:00-04:00,1.0,-0.35000000000002274,-0.0006081879474526008,False,False
SPY,2024-10-31,B,Z,ok,7.0,16.0,575.48,574.4325,2024-10-31 09:37:00-04:00,2024-10-31 09:46:00-04:00,9.0,-1.0475000000000136,-0.0018202196427330466,False,False
SPY,2024-10-31,C,X,ok,24.0,79.0,573.41,571.1699,2024-10-31 09:54:00-04:00,2024-10-31 10:49:00-04:00,55.0,-2.240099999999984,-0.003906628764758173,False,True
SPY,2024-10-31,C,Y,ok,24.0,204.0,573.41,571.55,2024-10-31 09:54:00-04:00,2024-10-31 12:54:00-04:00,180.0,-1.8600000000000136,-0.003243752288938131,False,True
SPY,2024-10-31,C,Z,ok,24.0,37.0,573.41,573.16,2024-10-31 09:54:00-04:00,2024-10-31 10:07:00-04:00,13.0,-0.25,-0.0004359882108787779,False,False
SPY,2024-11-15,A,X,ok,0.0,88.0,589.835,586.63,2024-11-15 09:30:00-05:00,2024-11-15 10:58:00-05:00,88.0,-3.205000000000041,-0.005433722990327873,False,True
SPY,2024-11-15,A,Y,ok,0.0,1.0,589.835,589.9999,2024-11-15 09:30:00-05:00,2024-11-15 09:31:00-05:00,1.0,0.16489999999998872,0.00027956971017316487,False,False
SPY,2024-11-15,A,Z,ok,0.0,5.0,589.835,589.25,2024-11-15 09:30:00-05:00,2024-11-15 09:35:00-05:00,5.0,-0.5850000000000364,-0.0009918027923063845,False,False
SPY,2024-11-15,B,X,ok,0.0,88.0,589.835,586.63,2024-11-15 09:30:00-05:00,2024-11-15 10:58:00-05:00,88.0,-3.205000000000041,-0.005433722990327873,False,True
SPY,2024-11-15,B,Y,ok,0.0,1.0,589.835,589.9999,2024-11-15 09:30:00-05:00,2024-11-15 09:31:00-05:00,1.0,0.16489999999998872,0.00027956971017316487,False,False
SPY,2024-11-15,B,Z,ok,0.0,5.0,589.835,589.25,2024-11-15 09:30:00-05:00,2024-11-15 09:35:00-05:00,5.0,-0.5850000000000364,-0.0009918027923063845,False,False
SPY,2024-11-15,C,X,ok,29.0,88.0,588.66,586.63,2024-11-15 09:59:00-05:00,2024-11-15 10:58:00-05:00,59.0,-2.0299999999999727,-0.0034485101756531323,False,True
SPY,2024-11-15,C,Y,ok,29.0,209.0,588.66,585.46,2024-11-15 09:59:00-05:00,2024-11-15 12:59:00-05:00,180.0,-3.199999999999932,-0.005436075153738885,False,True
SPY,2024-11-15,C,Z,ok,29.0,34.0,588.66,587.9752,2024-11-15 09:59:00-05:00,2024-11-15 10:04:00-05:00,5.0,-0.6847999999999956,-0.0011633200829001388,False,False
SPY,2024-11-19,A,X,ok,0.0,103.0,584.82,588.13,2024-11-19 09:30:00-05:00,2024-11-19 11:13:00-05:00,103.0,3.3099999999999454,0.005659861153859213,True,False
SPY,2024-11-19,A,Y,ok,0.0,1.0,584.82,585.265,2024-11-19 09:30:00-05:00,2024-11-19 09:31:00-05:00,1.0,0.44499999999993634,0.0007609178892649641,False,False
SPY,2024-11-19,A,Z,ok,0.0,141.0,584.82,588.84,2024-11-19 09:30:00-05:00,2024-11-19 11:51:00-05:00,141.0,4.019999999999982,0.006873909921001302,True,False
SPY,2024-11-19,B,X,ok,1.0,103.0,585.265,588.13,2024-11-19 09:31:00-05:00,2024-11-19 11:13:00-05:00,102.0,2.865000000000009,0.004895218405337768,True,False
SPY,2024-11-19,B,Y,ok,1.0,2.0,585.265,584.96,2024-11-19 09:31:00-05:00,2024-11-19 09:32:00-05:00,1.0,-0.30499999999995,-0.0005211314532732181,False,False
SPY,2024-11-19,B,Z,ok,1.0,141.0,585.265,588.84,2024-11-19 09:31:00-05:00,2024-11-19 11:51:00-05:00,140.0,3.5750000000000455,0.006108344083449456,True,False
SPY,2024-11-19,C,X,ok,21.0,103.0,584.67,588.13,2024-11-19 09:51:00-05:00,2024-11-19 11:13:00-05:00,82.0,3.4600000000000364,0.005917868199155142,True,False
SPY,2024-11-19,C,Y,ok,21.0,22.0,584.67,585.23,2024-11-19 09:51:00-05:00,2024-11-19 09:52:00-05:00,1.0,0.5600000000000591,0.0009578052576668191,False,False
SPY,2024-11-19,C,Z,ok,21.0,141.0,584.67,588.84,2024-11-19 09:51:00-05:00,2024-11-19 11:51:00-05:00,120.0,4.170000000000073,0.0071322284365540785,True,False
JPM,2024-11-19,A,X,ok,0.0,126.0,242.11,245.11,2024-11-19 09:30:00-05:00,2024-11-19 11:36:00-05:00,126.0,3.0,0.012391061914006029,True,False
JPM,2024-11-19,A,Y,ok,0.0,3.0,242.11,242.445,2024-11-19 09:30:00-05:00,2024-11-19 09:33:00-05:00,3.0,0.33499999999997954,0.0013836685803972554,False,False
JPM,2024-11-19,A,Z,ok,0.0,172.0,242.11,244.08,2024-11-19 09:30:00-05:00,2024-11-19 12:22:00-05:00,172.0,1.9699999999999989,0.008136797323530622,True,False
JPM,2024-11-19,B,X,ok,8.0,126.0,243.0999,245.11,2024-11-19 09:38:00-05:00,2024-11-19 11:36:00-05:00,118.0,2.0101000000000226,0.00826861714052545,True,False
JPM,2024-11-19,B,Y,ok,8.0,9.0,243.0999,242.83,2024-11-19 09:38:00-05:00,2024-11-19 09:39:00-05:00,1.0,-0.2698999999999785,-0.0011102431551801482,False,False
JPM,2024-11-19,B,Z,ok,8.0,172.0,243.0999,244.08,2024-11-19 09:38:00-05:00,2024-11-19 12:22:00-05:00,164.0,0.9801000000000215,0.004031675866588269,True,False
JPM,2024-11-19,C,X,ok,1.0,126.0,242.13,245.11,2024-11-19 09:31:00-05:00,2024-11-19 11:36:00-05:00,125.0,2.980000000000018,0.01230743815305835,True,False
JPM,2024-11-19,C,Y,ok,1.0,3.0,242.13,242.445,2024-11-19 09:31:00-05:00,2024-11-19 09:33:00-05:00,2.0,0.3149999999999977,0.0013009540329574929,False,False
JPM,2024-11-19,C,Z,ok,1.0,172.0,242.13,244.08,2024-11-19 09:31:00-05:00,2024-11-19 12:22:00-05:00,171.0,1.950000000000017,0.008053524965927464,True,False
JPM,2024-12-17,A,X,ok,0.0,11.0,238.77,237.46,2024-12-17 09:30:00-05:00,2024-12-17 09:41:00-05:00,11.0,-1.3100000000000023,-0.005486451396741644,False,True
JPM,2024-12-17,A,Y,ok,0.0,1.0,238.77,238.795,2024-12-17 09:30:00-05:00,2024-12-17 09:31:00-05:00,1.0,0.024999999999977263,0.00010470327093008863,False,False
JPM,2024-12-17,A,Z,ok,0.0,40.0,238.77,237.08,2024-12-17 09:30:00-05:00,2024-12-17 10:10:00-05:00,40.0,-1.6899999999999977,-0.007077941114880419,False,True
JPM,2024-12-17,B,—,skipped_entry,,,,,,,,,,,
JPM,2024-12-17,C,X,ok,13.0,14.0,237.3694,237.41,2024-12-17 09:43:00-05:00,2024-12-17 09:44:00-05:00,1.0,0.04059999999998354,0.00017104142319938263,False,True
JPM,2024-12-17,C,Y,ok,13.0,35.0,237.3694,238.07,2024-12-17 09:43:00-05:00,2024-12-17 10:05:00-05:00,22.0,0.7005999999999801,0.0029515177609244496,False,True
JPM,2024-12-17,C,Z,ok,13.0,40.0,237.3694,237.08,2024-12-17 09:43:00-05:00,2024-12-17 10:10:00-05:00,27.0,-0.28940000000000055,-0.001219196745663091,False,True
SPY,2024-12-17,A,X,ok,0.0,180.0,603.87,604.44,2024-12-17 09:30:00-05:00,2024-12-17 12:30:00-05:00,180.0,0.57000000000005,0.0009439117690894564,False,False
SPY,2024-12-17,A,Y,ok,0.0,1.0,603.87,603.95,2024-12-17 09:30:00-05:00,2024-12-17 09:31:00-05:00,1.0,0.08000000000004093,0.00013247884478454126,False,False
SPY,2024-12-17,A,Z,ok,0.0,41.0,603.87,603.44,2024-12-17 09:30:00-05:00,2024-12-17 10:11:00-05:00,41.0,-0.42999999999995,-0.0007120737907164621,False,False
SPY,2024-12-17,B,X,ok,13.0,193.0,604.31,604.95,2024-12-17 09:43:00-05:00,2024-12-17 12:43:00-05:00,180.0,0.6400000000001,0.00105905909218795,False,False
SPY,2024-12-17,B,Y,ok,13.0,14.0,604.31,604.52,2024-12-17 09:43:00-05:00,2024-12-17 09:44:00-05:00,1.0,0.21000000000003638,0.000347503764624177,False,False
SPY,2024-12-17,B,Z,ok,13.0,41.0,604.31,603.44,2024-12-17 09:43:00-05:00,2024-12-17 10:11:00-05:00,28.0,-0.8699999999998909,-0.001439658453442589,False,False
SPY,2024-12-17,C,X,ok,1.0,181.0,603.95,604.35,2024-12-17 09:31:00-05:00,2024-12-17 12:31:00-05:00,180.0,0.39999999999997726,0.0006623064823246581,False,False
SPY,2024-12-17,C,Y,ok,1.0,2.0,603.95,604.21,2024-12-17 09:31:00-05:00,2024-12-17 09:32:00-05:00,1.0,0.2599999999999909,0.0004304992135110371,False,False
SPY,2024-12-17,C,Z,ok,1.0,41.0,603.95,603.44,2024-12-17 09:31:00-05:00,2024-12-17 10:11:00-05:00,40.0,-0.5099999999999909,-0.000844440764963972,False,False
SPY,2024-12-20,A,X,ok,0.0,62.0,581.39,588.86,2024-12-20 09:30:00-05:00,2024-12-20 10:32:00-05:00,62.0,7.470000000000027,0.012848518206367546,True,False
SPY,2024-12-20,A,Y,ok,0.0,1.0,581.39,582.2199,2024-12-20 09:30:00-05:00,2024-12-20 09:31:00-05:00,1.0,0.829900000000066,0.0014274411324585322,False,False
SPY,2024-12-20,A,Z,ok,0.0,19.0,581.39,581.6795,2024-12-20 09:30:00-05:00,2024-12-20 09:49:00-05:00,19.0,0.28949999999997544,0.0004979445810901038,False,False
SPY,2024-12-20,B,X,ok,1.0,62.0,582.2199,588.86,2024-12-20 09:31:00-05:00,2024-12-20 10:32:00-05:00,61.0,6.640099999999961,0.011404797396997185,True,False
SPY,2024-12-20,B,Y,ok,1.0,2.0,582.2199,581.8,2024-12-20 09:31:00-05:00,2024-12-20 09:32:00-05:00,1.0,-0.41990000000009786,-0.000721205166639096,False,False
SPY,2024-12-20,B,Z,ok,1.0,19.0,582.2199,581.6795,2024-12-20 09:31:00-05:00,2024-12-20 09:49:00-05:00,18.0,-0.5404000000000906,-0.0009281716409900976,False,False
SPY,2024-12-20,C,X,ok,20.0,62.0,581.22,588.86,2024-12-20 09:50:00-05:00,2024-12-20 10:32:00-05:00,42.0,7.639999999999986,0.013144764460961402,True,False
SPY,2024-12-20,C,Y,ok,20.0,23.0,581.22,582.64,2024-12-20 09:50:00-05:00,2024-12-20 09:53:00-05:00,3.0,1.419999999999959,0.0024431368500739117,False,False
SPY,2024-12-20,C,Z,ok,20.0,200.0,581.22,594.89,2024-12-20 09:50:00-05:00,2024-12-20 12:50:00-05:00,180.0,13.669999999999959,0.023519493479233267,True,False
JPM,2024-12-20,A,X,ok,0.0,1.0,232.36,233.28,2024-12-20 09:30:00-05:00,2024-12-20 09:31:00-05:00,1.0,0.9199999999999875,0.003959373386124924,True,False
JPM,2024-12-20,A,Y,ok,0.0,1.0,232.36,233.28,2024-12-20 09:30:00-05:00,2024-12-20 09:31:00-05:00,1.0,0.9199999999999875,0.003959373386124924,True,False
JPM,2024-12-20,A,Z,ok,0.0,141.0,232.36,238.515,2024-12-20 09:30:00-05:00,2024-12-20 11:51:00-05:00,141.0,6.154999999999973,0.026489068686520796,True,False
JPM,2024-12-20,B,X,ok,0.0,1.0,232.36,233.28,2024-12-20 09:30:00-05:00,2024-12-20 09:31:00-05:00,1.0,0.9199999999999875,0.003959373386124924,True,False
JPM,2024-12-20,B,Y,ok,0.0,1.0,232.36,233.28,2024-12-20 09:30:00-05:00,2024-12-20 09:31:00-05:00,1.0,0.9199999999999875,0.003959373386124924,True,False
JPM,2024-12-20,B,Z,ok,0.0,141.0,232.36,238.515,2024-12-20 09:30:00-05:00,2024-12-20 11:51:00-05:00,141.0,6.154999999999973,0.026489068686520796,True,False
JPM,2024-12-20,C,X,ok,0.0,1.0,232.36,233.28,2024-12-20 09:30:00-05:00,2024-12-20 09:31:00-05:00,1.0,0.9199999999999875,0.003959373386124924,True,False
JPM,2024-12-20,C,Y,ok,0.0,1.0,232.36,233.28,2024-12-20 09:30:00-05:00,2024-12-20 09:31:00-05:00,1.0,0.9199999999999875,0.003959373386124924,True,False
JPM,2024-12-20,C,Z,ok,0.0,141.0,232.36,238.515,2024-12-20 09:30:00-05:00,2024-12-20 11:51:00-05:00,141.0,6.154999999999973,0.026489068686520796,True,False
SPY,2024-12-27,A,X,ok,0.0,42.0,597.57,593.89,2024-12-27 09:30:00-05:00,2024-12-27 10:12:00-05:00,42.0,-3.6800000000000637,-0.006158274344428374,False,True
SPY,2024-12-27,A,Y,ok,0.0,2.0,597.57,597.5,2024-12-27 09:30:00-05:00,2024-12-27 09:32:00-05:00,2.0,-0.07000000000005002,-0.00011714108807344748,False,False
SPY,2024-12-27,A,Z,ok,0.0,102.0,597.57,592.97,2024-12-27 09:30:00-05:00,2024-12-27 11:12:00-05:00,102.0,-4.600000000000023,-0.007697842930535373,False,True
SPY,2024-12-27,B,X,ok,0.0,42.0,597.57,593.89,2024-12-27 09:30:00-05:00,2024-12-27 10:12:00-05:00,42.0,-3.6800000000000637,-0.006158274344428374,False,True
SPY,2024-12-27,B,Y,ok,0.0,2.0,597.57,597.5,2024-12-27 09:30:00-05:00,2024-12-27 09:32:00-05:00,2.0,-0.07000000000005002,-0.00011714108807344748,False,False
SPY,2024-12-27,B,Z,ok,0.0,102.0,597.57,592.97,2024-12-27 09:30:00-05:00,2024-12-27 11:12:00-05:00,102.0,-4.600000000000023,-0.007697842930535373,False,True
SPY,2024-12-27,C,X,ok,15.0,42.0,596.79,593.89,2024-12-27 09:45:00-05:00,2024-12-27 10:12:00-05:00,27.0,-2.8999999999999773,-0.004859330752861103,False,True
SPY,2024-12-27,C,Y,ok,15.0,17.0,596.79,597.48,2024-12-27 09:45:00-05:00,2024-12-27 09:47:00-05:00,2.0,0.6900000000000546,0.0011561855929222249,False,False
SPY,2024-12-27,C,Z,ok,15.0,102.0,596.79,592.97,2024-12-27 09:45:00-05:00,2024-12-27 11:12:00-05:00,87.0,-3.8199999999999363,-0.006400911543423878,False,True
JPM,2024-12-30,A,X,ok,0.0,180.0,238.28,240.12,2024-12-30 09:30:00-05:00,2024-12-30 12:30:00-05:00,180.0,1.8400000000000034,0.007722007722007736,False,False
JPM,2024-12-30,A,Y,ok,0.0,2.0,238.28,238.6,2024-12-30 09:30:00-05:00,2024-12-30 09:32:00-05:00,2.0,0.3199999999999932,0.0013429578646969665,False,False
JPM,2024-12-30,A,Z,ok,0.0,113.0,238.28,239.22,2024-12-30 09:30:00-05:00,2024-12-30 11:23:00-05:00,113.0,0.9399999999999977,0.003944938727547414,False,False
JPM,2024-12-30,B,—,skipped_entry,,,,,,,,,,,
JPM,2024-12-30,C,X,ok,1.0,181.0,237.85,240.15,2024-12-30 09:31:00-05:00,2024-12-30 12:31:00-05:00,180.0,2.3000000000000114,0.009669960058860675,False,False
JPM,2024-12-30,C,Y,ok,1.0,2.0,237.85,238.6,2024-12-30 09:31:00-05:00,2024-12-30 09:32:00-05:00,1.0,0.75,0.003153247845280639,False,False
JPM,2024-12-30,C,Z,ok,1.0,113.0,237.85,239.22,2024-12-30 09:31:00-05:00,2024-12-30 11:23:00-05:00,112.0,1.3700000000000045,0.005759932730712653,False,False
