ticker,session_date,entry_rule,exit_rule,status,entry_idx,exit_idx,entry_price,exit_price,entry_ts,exit_ts,bars_held,underlying_pnl,underlying_pct,hit_daily_target,hit_daily_stop
JPM,2024-02-05,C,X,ok,2.0,55.0,173.57,172.935,2024-02-05 09:32:00-05:00,2024-02-05 10:25:00-05:00,53.0,-0.6349999999999909,-0.0036584663248256663,False,True
JPM,2024-02-05,C,Y,ok,2.0,4.0,173.57,173.85,2024-02-05 09:32:00-05:00,2024-02-05 09:34:00-05:00,2.0,0.28000000000000114,0.0016131820014979614,False,False
JPM,2024-02-05,C,Z,ok,2.0,44.0,173.57,173.27,2024-02-05 09:32:00-05:00,2024-02-05 10:14:00-05:00,42.0,-0.29999999999998295,-0.001728409287319139,False,False
SPY,2024-02-13,A,X,ok,0.0,180.0,494.23,494.64,2024-02-13 09:30:00-05:00,2024-02-13 12:30:00-05:00,180.0,0.40999999999996817,0.0008295732756003645,False,False
SPY,2024-02-13,A,Y,ok,0.0,1.0,494.23,494.3084,2024-02-13 09:30:00-05:00,2024-02-13 09:31:00-05:00,1.0,0.07839999999998781,0.00015863059709039882,False,False
SPY,2024-02-13,A,Z,ok,0.0,32.0,494.23,493.73,2024-02-13 09:30:00-05:00,2024-02-13 10:02:00-05:00,32.0,-0.5,-0.0010116747263419865,False,False
SPY,2024-02-13,B,X,ok,1.0,181.0,494.3084,494.8799,2024-02-13 09:31:00-05:00,2024-02-13 12:31:00-05:00,180.0,0.5715000000000146,0.00115616080972934,False,False
SPY,2024-02-13,B,Y,ok,1.0,2.0,494.3084,494.61,2024-02-13 09:31:00-05:00,2024-02-13 09:32:00-05:00,1.0,0.30160000000000764,0.0006101454071992458,False,False
SPY,2024-02-13,B,Z,ok,1.0,32.0,494.3084,493.73,2024-02-13 09:31:00-05:00,2024-02-13 10:02:00-05:00,31.0,-0.5783999999999878,-0.001170119706644653,False,False
SPY,2024-02-13,C,X,ok,23.0,203.0,494.0272,494.5988,2024-02-13 09:53:00-05:00,2024-02-13 12:53:00-05:00,180.0,0.5715999999999894,0.001157021313806182,False,False
SPY,2024-02-13,C,Y,ok,23.0,51.0,494.0272,494.145,2024-02-13 09:53:00-05:00,2024-02-13 10:21:00-05:00,28.0,0.11779999999998836,0.00023844840931832976,False,False
