split,rule,level_name,target_mult,stop_mult,n,hit,stop,timeout,expectancy_atr
oos,S2,prior_low,1.0,0.5,5,0.0,1.0,0.0,-0.5
oos,S2,vah,1.0,0.5,4,0.75,0.25,0.0,0.625
oos,S2,val,1.0,0.5,4,0.25,0.75,0.0,-0.125
oos,S3,poc,1.0,0.5,23,0.5652173913043478,0.43478260869565216,0.0,0.34782608695652173
oos,S3,prior_close,1.0,0.5,32,0.3125,0.6875,0.0,-0.03125
oos,S3,prior_high,1.0,0.5,26,0.3076923076923077,0.6923076923076923,0.0,-0.038461538461538464
oos,S3,prior_low,1.0,0.5,25,0.36,0.64,0.0,0.04
oos,S3,vah,1.0,0.5,20,0.3,0.7,0.0,-0.05
oos,S3,val,1.0,0.5,23,0.30434782608695654,0.6956521739130435,0.0,-0.043478260869565216
oos,S4,poc,1.0,0.5,30,0.13333333333333333,0.8666666666666667,0.0,-0.3
oos,S4,prior_close,1.0,0.5,31,0.22580645161290322,0.7741935483870968,0.0,-0.16129032258064516
oos,S4,prior_high,1.0,0.5,22,0.13636363636363635,0.8636363636363636,0.0,-0.29545454545454547
oos,S4,prior_low,1.0,0.5,33,0.3333333333333333,0.6666666666666666,0.0,0.0
oos,S4,vah,1.0,0.5,18,0.2222222222222222,0.7777777777777778,0.0,-0.16666666666666666
oos,S4,val,1.0,0.5,29,0.2413793103448276,0.7586206896551724,0.0,-0.13793103448275862
oos,S1,poc,1.0,0.75,4,0.25,0.75,0.0,-0.3125
oos,S1,prior_close,1.0,0.75,6,0.5,0.5,0.0,0.125
oos,S1,prior_high,1.0,0.75,6,0.3333333333333333,0.6666666666666666,0.0,-0.16666666666666666
oos,S1,prior_low,1.0,0.75,6,0.5,0.5,0.0,0.125
oos,S1,vah,1.0,0.75,2,0.5,0.5,0.0,0.125
oos,S1,val,1.0,0.75,5,0.0,1.0,0.0,-0.75
oos,S2,poc,1.0,0.75,7,0.5714285714285714,0.42857142857142855,0.0,0.25
oos,S2,prior_close,1.0,0.75,11,0.6363636363636364,0.36363636363636365,0.0,0.36363636363636365
oos,S2,prior_high,1.0,0.75,9,0.4444444444444444,0.5555555555555556,0.0,0.027777777777777776
oos,S2,prior_low,1.0,0.75,5,0.4,0.6,0.0,-0.05
oos,S2,vah,1.0,0.75,4,0.75,0.25,0.0,0.5625
oos,S2,val,1.0,0.75,4,0.5,0.5,0.0,0.125
oos,S3,poc,1.0,0.75,23,0.782608695652174,0.21739130434782608,0.0,0.6195652173913043
oos,S3,prior_close,1.0,0.75,32,0.4375,0.5625,0.0,0.015625
oos,S3,prior_high,1.0,0.75,26,0.38461538461538464,0.6153846153846154,0.0,-0.07692307692307693
oos,S3,prior_low,1.0,0.75,25,0.4,0.6,0.0,-0.05
oos,S3,vah,1.0,0.75,20,0.3,0.7,0.0,-0.225
oos,S3,val,1.0,0.75,23,0.43478260869565216,0.5652173913043478,0.0,0.010869565217391304
oos,S4,poc,1.0,0.75,30,0.23333333333333334,0.7666666666666667,0.0,-0.3416666666666667
oos,S4,prior_close,1.0,0.75,31,0.2903225806451613,0.7096774193548387,0.0,-0.24193548387096775
oos,S4,prior_high,1.0,0.75,22,0.22727272727272727,0.7727272727272727,0.0,-0.3522727272727273
oos,S4,prior_low,1.0,0.75,33,0.5151515151515151,0.48484848484848486,0.0,0.15151515151515152
oos,S4,vah,1.0,0.75,18,0.3888888888888889,0.6111111111111112,0.0,-0.06944444444444445
oos,S4,val,1.0,0.75,29,0.41379310344827586,0.5862068965517241,0.0,-0.02586206896551724
oos,S1,poc,1.0,1.0,4,0.25,0.75,0.0,-0.5
oos,S1,prior_close,1.0,1.0,6,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333
oos,S1,prior_high,1.0,1.0,6,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333
oos,S1,prior_low,1.0,1.0,6,0.5,0.5,0.0,0.0
oos,S1,vah,1.0,1.0,2,0.5,0.5,0.0,0.0
oos,S1,val,1.0,1.0,5,0.0,1.0,0.0,-1.0
oos,S2,poc,1.0,1.0,7,0.5714285714285714,0.42857142857142855,0.0,0.14285714285714285
oos,S2,prior_close,1.0,1.0,11,0.8181818181818182,0.18181818181818182,0.0,0.6363636363636364
oos,S2,prior_high,1.0,1.0,9,0.4444444444444444,0.5555555555555556,0.0,-0.1111111111111111
oos,S2,prior_low,1.0,1.0,5,0.4,0.6,0.0,-0.2
oos,S2,vah,1.0,1.0,4,0.75,0.25,0.0,0.5
oos,S2,val,1.0,1.0,4,0.5,0.5,0.0,0.0
oos,S3,poc,1.0,1.0,23,0.8260869565217391,0.17391304347826086,0.0,0.6521739130434783
oos,S3,prior_close,1.0,1.0,32,0.46875,0.53125,0.0,-0.0625
oos,S3,prior_high,1.0,1.0,26,0.5,0.5,0.0,0.0
oos,S3,prior_low,1.0,1.0,25,0.44,0.56,0.0,-0.12
oos,S3,vah,1.0,1.0,20,0.45,0.55,0.0,-0.1
oos,S3,val,1.0,1.0,23,0.5217391304347826,0.4782608695652174,0.0,0.043478260869565216
oos,S4,poc,1.0,1.0,30,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333
oos,S4,prior_close,1.0,1.0,31,0.4838709677419355,0.5161290322580645,0.0,-0.03225806451612903
oos,S4,prior_high,1.0,1.0,22,0.36363636363636365,0.6363636363636364,0.0,-0.2727272727272727
oos,S4,prior_low,1.0,1.0,33,0.5454545454545454,0.45454545454545453,0.0,0.09090909090909091
oos,S4,vah,1.0,1.0,18,0.3888888888888889,0.6111111111111112,0.0,-0.2222222222222222
oos,S4,val,1.0,1.0,29,0.5862068965517241,0.41379310344827586,0.0,0.1724137931034483
oos,S1,poc,1.0,1.5,4,0.5,0.5,0.0,-0.25
oos,S1,prior_close,1.0,1.5,6,0.8333333333333334,0.16666666666666666,0.0,0.5833333333333334
oos,S1,prior_high,1.0,1.5,6,0.5,0.5,0.0,-0.25
oos,S1,prior_low,1.0,1.5,6,0.5,0.5,0.0,-0.25
oos,S1,vah,1.0,1.5,2,0.5,0.5,0.0,-0.25
oos,S1,val,1.0,1.5,5,0.2,0.8,0.0,-1.0
oos,S2,poc,1.0,1.5,7,0.5714285714285714,0.42857142857142855,0.0,-0.07142857142857142
oos,S2,prior_close,1.0,1.5,11,0.8181818181818182,0.18181818181818182,0.0,0.5454545454545454
oos,S2,prior_high,1.0,1.5,9,0.5555555555555556,0.4444444444444444,0.0,-0.1111111111111111
oos,S2,prior_low,1.0,1.5,5,0.4,0.6,0.0,-0.5
oos,S2,vah,1.0,1.5,4,0.75,0.25,0.0,0.375
oos,S2,val,1.0,1.5,4,0.5,0.5,0.0,-0.25
oos,S3,poc,1.0,1.5,23,0.8260869565217391,0.17391304347826086,0.0,0.5652173913043478
oos,S3,prior_close,1.0,1.5,32,0.46875,0.53125,0.0,-0.328125
oos,S3,prior_high,1.0,1.5,26,0.6153846153846154,0.38461538461538464,0.0,0.038461538461538464
oos,S3,prior_low,1.0,1.5,25,0.52,0.48,0.0,-0.2
oos,S3,vah,1.0,1.5,20,0.5,0.5,0.0,-0.25
oos,S3,val,1.0,1.5,23,0.6521739130434783,0.30434782608695654,0.043478260869565216,0.1956521739130435
oos,S4,poc,1.0,1.5,30,0.43333333333333335,0.5666666666666667,0.0,-0.4166666666666667
oos,S4,prior_close,1.0,1.5,31,0.4838709677419355,0.5161290322580645,0.0,-0.2903225806451613
oos,S4,prior_high,1.0,1.5,22,0.5454545454545454,0.45454545454545453,0.0,-0.13636363636363635
oos,S4,prior_low,1.0,1.5,33,0.6363636363636364,0.36363636363636365,0.0,0.09090909090909091
oos,S4,vah,1.0,1.5,18,0.6111111111111112,0.3888888888888889,0.0,0.027777777777777776
oos,S4,val,1.0,1.5,29,0.6206896551724138,0.3793103448275862,0.0,0.05172413793103448
oos,S1,poc,1.5,0.5,4,0.0,1.0,0.0,-0.5
oos,S1,prior_close,1.5,0.5,6,0.5,0.5,0.0,0.5
oos,S1,prior_high,1.5,0.5,6,0.3333333333333333,0.6666666666666666,0.0,0.16666666666666666
oos,S1,prior_low,1.5,0.5,6,0.16666666666666666,0.8333333333333334,0.0,-0.16666666666666666
oos,S1,vah,1.5,0.5,2,0.5,0.5,0.0,0.5
oos,S1,val,1.5,0.5,5,0.0,1.0,0.0,-0.5
oos,S2,poc,1.5,0.5,7,0.42857142857142855,0.5714285714285714,0.0,0.35714285714285715
oos,S2,prior_close,1.5,0.5,11,0.5454545454545454,0.45454545454545453,0.0,0.5909090909090909
oos,S2,prior_high,1.5,0.5,9,0.3333333333333333,0.6666666666666666,0.0,0.16666666666666666
oos,S2,prior_low,1.5,0.5,5,0.0,1.0,0.0,-0.5
oos,S2,vah,1.5,0.5,4,0.75,0.25,0.0,1.0
oos,S2,val,1.5,0.5,4,0.25,0.75,0.0,0.0
oos,S3,poc,1.5,0.5,23,0.43478260869565216,0.5652173913043478,0.0,0.3695652173913043
oos,S3,prior_close,1.5,0.5,32,0.28125,0.71875,0.0,0.0625
oos,S3,prior_high,1.5,0.5,26,0.2692307692307692,0.7307692307692307,0.0,0.038461538461538464
oos,S3,prior_low,1.5,0.5,25,0.28,0.72,0.0,0.06
oos,S3,vah,1.5,0.5,20,0.3,0.7,0.0,0.1
oos,S3,val,1.5,0.5,23,0.30434782608695654,0.6956521739130435,0.0,0.10869565217391304
oos,S4,poc,1.5,0.5,30,0.06666666666666667,0.9333333333333333,0.0,-0.36666666666666664
oos,S4,prior_close,1.5,0.5,31,0.0967741935483871,0.9032258064516129,0.0,-0.3064516129032258
oos,S4,prior_high,1.5,0.5,22,0.045454545454545456,0.9545454545454546,0.0,-0.4090909090909091
oos,S4,prior_low,1.5,0.5,33,0.2727272727272727,0.7272727272727273,0.0,0.045454545454545456
oos,S4,vah,1.5,0.5,18,0.05555555555555555,0.9444444444444444,0.0,-0.3888888888888889
oos,S4,val,1.5,0.5,29,0.1724137931034483,0.8275862068965517,0.0,-0.15517241379310345
oos,S1,poc,1.5,0.75,4,0.0,1.0,0.0,-0.75
oos,S1,prior_close,1.5,0.75,6,0.5,0.5,0.0,0.375
oos,S1,prior_high,1.5,0.75,6,0.3333333333333333,0.6666666666666666,0.0,0.0
oos,S1,prior_low,1.5,0.75,6,0.3333333333333333,0.6666666666666666,0.0,0.0
oos,S1,vah,1.5,0.75,2,0.5,0.5,0.0,0.375
oos,S1,val,1.5,0.75,5,0.0,1.0,0.0,-0.75
oos,S2,poc,1.5,0.75,7,0.42857142857142855,0.5714285714285714,0.0,0.21428571428571427
oos,S2,prior_close,1.5,0.75,11,0.5454545454545454,0.45454545454545453,0.0,0.4772727272727273
oos,S2,prior_high,1.5,0.75,9,0.4444444444444444,0.5555555555555556,0.0,0.25
oos,S2,prior_low,1.5,0.75,5,0.2,0.8,0.0,-0.3
oos,S2,vah,1.5,0.75,4,0.75,0.25,0.0,0.9375
oos,S2,val,1.5,0.75,4,0.5,0.5,0.0,0.375
oos,S3,poc,1.5,0.75,23,0.6521739130434783,0.34782608695652173,0.0,0.717391304347826
oos,S3,prior_close,1.5,0.75,32,0.375,0.625,0.0,0.09375
oos,S3,prior_high,1.5,0.75,26,0.34615384615384615,0.6538461538461539,0.0,0.028846153846153848
oos,S3,prior_low,1.5,0.75,25,0.32,0.68,0.0,-0.03
oos,S3,vah,1.5,0.75,20,0.3,0.7,0.0,-0.075
oos,S3,val,1.5,0.75,23,0.391304347826087,0.5652173913043478,0.043478260869565216,0.16304347826086957
oos,S4,poc,1.5,0.75,30,0.16666666666666666,0.8333333333333334,0.0,-0.375
oos,S4,prior_close,1.5,0.75,31,0.16129032258064516,0.8387096774193549,0.0,-0.3870967741935484
oos,S4,prior_high,1.5,0.75,22,0.13636363636363635,0.8636363636363636,0.0,-0.4431818181818182
oos,S4,prior_low,1.5,0.75,33,0.42424242424242425,0.5454545454545454,0.030303030303030304,0.22727272727272727
oos,S4,vah,1.5,0.75,18,0.16666666666666666,0.8333333333333334,0.0,-0.375
oos,S4,val,1.5,0.75,29,0.3448275862068966,0.6551724137931034,0.0,0.02586206896551724
oos,S1,poc,1.5,1.0,4,0.0,1.0,0.0,-1.0
oos,S1,prior_close,1.5,1.0,6,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666
oos,S1,prior_high,1.5,1.0,6,0.3333333333333333,0.6666666666666666,0.0,-0.16666666666666666
oos,S1,prior_low,1.5,1.0,6,0.3333333333333333,0.6666666666666666,0.0,-0.16666666666666666
oos,S1,vah,1.5,1.0,2,0.5,0.5,0.0,0.25
oos,S1,val,1.5,1.0,5,0.0,1.0,0.0,-1.0
oos,S2,poc,1.5,1.0,7,0.42857142857142855,0.5714285714285714,0.0,0.07142857142857142
oos,S2,prior_close,1.5,1.0,11,0.6363636363636364,0.36363636363636365,0.0,0.5909090909090909
oos,S2,prior_high,1.5,1.0,9,0.4444444444444444,0.5555555555555556,0.0,0.1111111111111111
oos,S2,prior_low,1.5,1.0,5,0.2,0.8,0.0,-0.5
oos,S2,vah,1.5,1.0,4,0.75,0.25,0.0,0.875
oos,S2,val,1.5,1.0,4,0.5,0.5,0.0,0.25
oos,S3,poc,1.5,1.0,23,0.6956521739130435,0.30434782608695654,0.0,0.7391304347826086
oos,S3,prior_close,1.5,1.0,32,0.40625,0.59375,0.0,0.015625
oos,S3,prior_high,1.5,1.0,26,0.46153846153846156,0.5384615384615384,0.0,0.15384615384615385
oos,S3,prior_low,1.5,1.0,25,0.36,0.64,0.0,-0.1
oos,S3,vah,1.5,1.0,20,0.45,0.55,0.0,0.125
oos,S3,val,1.5,1.0,23,0.4782608695652174,0.4782608695652174,0.043478260869565216,0.2391304347826087
oos,S4,poc,1.5,1.0,30,0.26666666666666666,0.7333333333333333,0.0,-0.3333333333333333
oos,S4,prior_close,1.5,1.0,31,0.3870967741935484,0.6129032258064516,0.0,-0.03225806451612903
oos,S4,prior_high,1.5,1.0,22,0.2727272727272727,0.7272727272727273,0.0,-0.3181818181818182
oos,S4,prior_low,1.5,1.0,33,0.45454545454545453,0.5151515151515151,0.030303030303030304,0.16666666666666666
oos,S4,vah,1.5,1.0,18,0.16666666666666666,0.8333333333333334,0.0,-0.5833333333333334
oos,S4,val,1.5,1.0,29,0.4827586206896552,0.4827586206896552,0.034482758620689655,0.2413793103448276
oos,S1,poc,1.5,1.5,4,0.25,0.75,0.0,-0.75
oos,S1,prior_close,1.5,1.5,6,0.8333333333333334,0.16666666666666666,0.0,1.0
oos,S1,prior_high,1.5,1.5,6,0.5,0.5,0.0,0.0
oos,S1,prior_low,1.5,1.5,6,0.3333333333333333,0.6666666666666666,0.0,-0.5
oos,S1,vah,1.5,1.5,2,0.5,0.5,0.0,0.0
oos,S1,val,1.5,1.5,5,0.2,0.8,0.0,-0.9
oos,S2,poc,1.5,1.5,7,0.42857142857142855,0.5714285714285714,0.0,-0.21428571428571427
oos,S2,prior_close,1.5,1.5,11,0.6363636363636364,0.36363636363636365,0.0,0.4090909090909091
oos,S2,prior_high,1.5,1.5,9,0.5555555555555556,0.4444444444444444,0.0,0.16666666666666666
oos,S2,prior_low,1.5,1.5,5,0.2,0.8,0.0,-0.9
oos,S2,vah,1.5,1.5,4,0.75,0.25,0.0,0.75
oos,S2,val,1.5,1.5,4,0.5,0.5,0.0,0.0
oos,S3,poc,1.5,1.5,23,0.6956521739130435,0.30434782608695654,0.0,0.5869565217391305
oos,S3,prior_close,1.5,1.5,32,0.40625,0.59375,0.0,-0.28125
oos,S3,prior_high,1.5,1.5,26,0.5769230769230769,0.38461538461538464,0.038461538461538464,0.28846153846153844
oos,S3,prior_low,1.5,1.5,25,0.4,0.56,0.04,-0.24
oos,S3,vah,1.5,1.5,20,0.5,0.5,0.0,0.0
oos,S3,val,1.5,1.5,23,0.5652173913043478,0.30434782608695654,0.13043478260869565,0.391304347826087
oos,S4,poc,1.5,1.5,30,0.36666666666666664,0.6333333333333333,0.0,-0.4
oos,S4,prior_close,1.5,1.5,31,0.3870967741935484,0.6129032258064516,0.0,-0.3387096774193548
oos,S4,prior_high,1.5,1.5,22,0.4090909090909091,0.5909090909090909,0.0,-0.2727272727272727
oos,S4,prior_low,1.5,1.5,33,0.45454545454545453,0.5151515151515151,0.030303030303030304,-0.09090909090909091
oos,S4,vah,1.5,1.5,18,0.3888888888888889,0.6111111111111112,0.0,-0.3333333333333333
oos,S4,val,1.5,1.5,29,0.4827586206896552,0.4482758620689655,0.06896551724137931,0.05172413793103448
