split,rule,level_name,target_mult,stop_mult,n_train,hit_train,stop,timeout,exp_train,n_oos,hit_oos,exp_oos,base_train,base_oos,edge_train,edge_oos
train,S2,vah,0.3,0.5,134,0.48507462686567165,0.5149253731343284,0.0,-0.11194029850746269,4,0.75,0.09999999999999998,-0.09083344002048394,-0.09069767441860466,-0.021106858486978755,0.19069767441860463
train,S2,val,0.3,0.5,113,0.584070796460177,0.415929203539823,0.0,-0.0327433628318584,4,0.5,-0.1,-0.09083344002048394,-0.09069767441860466,0.058090077188625536,-0.009302325581395349
train,S3,poc,0.3,0.5,415,0.5397590361445783,0.4602409638554217,0.0,-0.06819277108433734,23,0.6086956521739131,-0.013043478260869558,-0.09083344002048394,-0.09069767441860466,0.022640668936146593,0.0776541961577351
train,S3,prior_close,0.3,0.5,455,0.5362637362637362,0.46373626373626375,0.0,-0.07098901098901099,32,0.46875,-0.125,-0.09083344002048394,-0.09069767441860466,0.019844429031472946,-0.03430232558139534
train,S3,prior_high,0.3,0.5,331,0.525679758308157,0.4743202416918429,0.0,-0.07945619335347433,26,0.6153846153846154,-0.007692307692307699,-0.09083344002048394,-0.09069767441860466,0.011377246667009608,0.08300536672629696
train,S3,prior_low,0.3,0.5,211,0.5260663507109005,0.47393364928909953,0.0,-0.07914691943127963,25,0.56,-0.05199999999999999,-0.09083344002048394,-0.09069767441860466,0.011686520589204302,0.038697674418604666
train,S3,vah,0.3,0.5,422,0.504739336492891,0.495260663507109,0.0,-0.09620853080568721,20,0.5,-0.1,-0.09083344002048394,-0.09069767441860466,-0.005375090785203276,-0.009302325581395349
train,S3,val,0.3,0.5,343,0.5335276967930029,0.46647230320699706,0.0,-0.07317784256559767,23,0.5217391304347826,-0.08260869565217392,-0.09083344002048394,-0.09069767441860466,0.017655597454886263,0.008088978766430735
train,S4,poc,0.3,0.5,404,0.43564356435643564,0.5643564356435643,0.0,-0.15148514851485148,30,0.3,-0.26,-0.09083344002048394,-0.09069767441860466,-0.060651708494367546,-0.16930232558139535
train,S4,prior_close,0.3,0.5,458,0.4868995633187773,0.5131004366812227,0.0,-0.11048034934497819,31,0.3225806451612903,-0.24193548387096775,-0.09083344002048394,-0.09069767441860466,-0.019646909324494255,-0.1512378094523631
train,S4,prior_high,0.3,0.5,345,0.43478260869565216,0.5652173913043478,0.0,-0.15217391304347827,22,0.2727272727272727,-0.2818181818181818,-0.09083344002048394,-0.09069767441860466,-0.061340473022994335,-0.19112050739957714
train,S4,prior_low,0.3,0.5,291,0.44673539518900346,0.5532646048109966,0.0,-0.14261168384879724,33,0.5151515151515151,-0.08787878787878789,-0.09083344002048394,-0.09069767441860466,-0.05177824382831331,0.0028188865398167673
train,S4,vah,0.3,0.5,394,0.47715736040609136,0.5228426395939086,0.0,-0.11827411167512691,18,0.2222222222222222,-0.3222222222222222,-0.09083344002048394,-0.09069767441860466,-0.02744067165464298,-0.23152454780361753
train,S4,val,0.3,0.5,353,0.46458923512747874,0.5354107648725213,0.0,-0.128328611898017,29,0.27586206896551724,-0.2793103448275862,-0.09083344002048394,-0.09069767441860466,-0.03749517187753307,-0.18861267040898155
train,S1,poc,0.3,0.75,159,0.6729559748427673,0.3270440251572327,0.0,-0.04339622641509433,4,0.25,-0.4875,-0.07666111893483549,-0.07848837209302326,0.03326489251974116,-0.40901162790697676
train,S1,prior_close,0.3,0.75,185,0.6054054054054054,0.3945945945945946,0.0,-0.11432432432432432,6,0.8333333333333334,0.125,-0.07666111893483549,-0.07848837209302326,-0.037663205389488835,0.20348837209302326
train,S1,prior_high,0.3,0.75,116,0.6120689655172413,0.3879310344827586,0.0,-0.10732758620689654,6,0.6666666666666666,-0.05000000000000001,-0.07666111893483549,-0.07848837209302326,-0.030666467272061057,0.028488372093023247
