ticker,level_name,confluence,direction,target,stop,n,n_base,hit,base_hit,hit_lift,expectancy,base_exp,edge
QQQ,prior_high,all,momentum,1.0,1.5,306,8579,0.32679738562091504,0.24956288611726307,0.07723449950365197,0.13562091503267973,0.07087073085441194,0.06475018417826779
QQQ,prior_high,confluence_true,momentum,1.0,1.5,28,8579,0.35714285714285715,0.24956288611726307,0.10757997102559408,0.30357142857142855,0.07087073085441194,0.23270069771701662
QQQ,prior_high,confluence_false,momentum,1.0,1.5,278,8579,0.3237410071942446,0.24956288611726307,0.07417812107698152,0.11870503597122302,0.07087073085441194,0.04783430511681108
QQQ,prior_low,all,momentum,1.0,1.5,243,8579,0.4567901234567901,0.24956288611726307,0.20722723733952703,0.2222222222222222,0.07087073085441194,0.1513514913678103
QQQ,prior_low,confluence_true,momentum,1.0,1.5,27,8579,0.3333333333333333,0.24956288611726307,0.08377044721607024,0.0,0.07087073085441194,-0.07087073085441194
QQQ,prior_low,confluence_false,momentum,1.0,1.5,216,8579,0.4722222222222222,0.24956288611726307,0.22265933610495914,0.25,0.07087073085441194,0.17912926914558808
QQQ,prior_close,all,momentum,1.0,1.5,404,8579,0.3316831683168317,0.24956288611726307,0.08212028219956863,0.1311881188118812,0.07087073085441194,0.06031738795746926
QQQ,prior_close,confluence_true,momentum,1.0,1.5,42,8579,0.2857142857142857,0.24956288611726307,0.036151399597022627,0.0,0.07087073085441194,-0.07087073085441194
QQQ,prior_close,confluence_false,momentum,1.0,1.5,362,8579,0.3370165745856354,0.24956288611726307,0.08745368846837231,0.1464088397790055,0.07087073085441194,0.07553810892459357
QQQ,ALL,all,momentum,0.75,1.0,2006,8579,0.45014955134596213,0.34945797878540624,0.10069157256055589,0.08337487537387836,0.03794148502156428,0.04543339035231408
QQQ,ALL,confluence_true,momentum,0.75,1.0,204,8579,0.45588235294117646,0.34945797878540624,0.10642437415577022,0.10661764705882353,0.03794148502156428,0.06867616203725924
QQQ,ALL,confluence_false,momentum,0.75,1.0,1802,8579,0.44950055493895674,0.34945797878540624,0.1000425761535505,0.08074361820199778,0.03794148502156428,0.0428021331804335
QQQ,poc,all,momentum,0.75,1.0,364,8579,0.42857142857142855,0.34945797878540624,0.0791134497860223,0.07142857142857142,0.03794148502156428,0.03348708640700714
QQQ,poc,confluence_true,momentum,0.75,1.0,38,8579,0.39473684210526316,0.34945797878540624,0.04527886331985692,0.08552631578947369,0.03794148502156428,0.047584830767909404
QQQ,poc,confluence_false,momentum,0.75,1.0,326,8579,0.4325153374233129,0.34945797878540624,0.08305735863790664,0.06978527607361963,0.03794148502156428,0.03184379105205535
QQQ,vah,all,momentum,0.75,1.0,371,8579,0.42318059299191374,0.34945797878540624,0.0737226142065075,0.04514824797843666,0.03794148502156428,0.0072067629568723784
QQQ,vah,confluence_true,momentum,0.75,1.0,37,8579,0.4594594594594595,0.34945797878540624,0.11000148067405324,0.18243243243243243,0.03794148502156428,0.14449094741086815
QQQ,vah,confluence_false,momentum,0.75,1.0,334,8579,0.41916167664670656,0.34945797878540624,0.06970369786130032,0.029940119760479042,0.03794148502156428,-0.00800136526108524
QQQ,val,all,momentum,0.75,1.0,318,8579,0.4811320754716981,0.34945797878540624,0.13167409668629187,0.08411949685534591,0.03794148502156428,0.046178011833781625
QQQ,val,confluence_true,momentum,0.75,1.0,32,8579,0.5625,0.34945797878540624,0.21304202121459376,0.109375,0.03794148502156428,0.07143351497843572
QQQ,val,confluence_false,momentum,0.75,1.0,286,8579,0.47202797202797203,0.34945797878540624,0.12256999324256579,0.08129370629370629,0.03794148502156428,0.04335222127214201
QQQ,prior_high,all,momentum,0.75,1.0,306,8579,0.4411764705882353,0.34945797878540624,0.09171849180282904,0.08905228758169935,0.03794148502156428,0.05111080256013507
QQQ,prior_high,confluence_true,momentum,0.75,1.0,28,8579,0.42857142857142855,0.34945797878540624,0.0791134497860223,0.21428571428571427,0.03794148502156428,0.17634422926415
