minute,mean_vol,median_vol,mean_bp,mean_delta,n,time
912,156326.71092743034,118152.0,0.5079884198070699,970.5997547267067,811,15:12
913,149553.3221702984,117218.0,0.5080515668959897,175.0861657778879,811,15:13
914,139862.45380081996,103284.0,0.45289103352384324,-14350.31394368343,811,15:14
915,170255.83487201232,137187.0,0.5348196957132462,6702.151812912218,811,15:15
916,162518.77168397533,120965.0,0.49639099791022295,-4302.051664669436,811,15:16
917,148466.07684921825,112861.0,0.49158093043494994,755.1916065023811,811,15:17
918,145208.19086508016,111067.0,0.5585701928623594,13881.415237463627,811,15:18
919,153856.45532792478,114765.0,0.5409140279691389,10378.34949187395,811,15:19
920,161167.52256468803,126226.0,0.5114223068791194,4149.762068711758,811,15:20
921,157981.40084306165,118838.0,0.4931985040055228,-3721.378135360194,811,15:21
922,163017.0103686276,125446.0,0.524466676209354,12449.577937586964,811,15:22
923,150240.9974345894,119775.0,0.4920598426736682,-6081.315668736188,811,15:23
924,154837.0796643021,125433.0,0.5225002484502564,3468.756071622208,811,15:24
925,158226.3483164069,128032.0,0.49352772239634024,-4878.521909874494,811,15:25
926,163829.51065769544,127338.0,0.4905202166908792,-1910.302562429389,811,15:26
