level_name,time_bucket,minute,from_below,mfe_pct,mae_pct,close_ret_pct,bar_vol,bar_bp
high,60_150m,634,False,0.0084785281275214,0.13777608207214748,-0.08902454533892049,214169.0,0.9895128729484356
vah,open_30m,570,True,0.0021153724113110875,0.12903771709008457,-0.08673026886382675,636889.0,0.6746987951807608
high,open_30m,571,True,0.033830929927691676,0.08457732481921115,-0.0300249503108208,219288.0,0.7096774193548683
poc,open_30m,574,True,0.0042182523780359416,0.10756543564001242,-0.09174698922236565,93439.0,0.6399999999998727
vah,open_30m,579,True,0.0284566983906137,0.05375154140450719,-0.022132987637149312,154280.0,0.9210526315787191
val,open_30m,570,False,0.14135915775259172,0.00527459543853706,0.11604109964764742,457291.0,1.0
high,30_60m,600,True,0.021061499578774796,0.08213984835720016,-0.07160909856781277,419663.0,0.4948453608247471
low,close_90m,890,False,0.008470986869974686,0.567556120288015,-0.5188479457856816,522069.0,0.0385356454720262
close,30_60m,600,True,0.021061499578774796,0.08213984835720016,-0.07160909856781277,419663.0,0.4948453608247471
val,midday,724,False,0.09948892674616505,0.029812606473603745,0.017291311754677827,312888.0,0.025477707006488423
vah,midday,863,False,0.08784277202155227,0.15557695767672033,0.07090922560775123,199123.0,0.058139534883674814
high,midday,857,False,0.08882872974916796,0.23687661266443985,-0.15016285267120247,252893.0,0.14285714285714285
close,midday,858,False,0.08036205219303715,0.24531573827349,-0.14380577760859595,261153.0,0.9669889963322447
vah,open_30m,583,True,0.07372922415789976,0.02106549261654963,0.01830591308376848,355706.0,0.5454545454544985
high,midday,769,True,0.0696118795859609,0.0010728938830169511,0.030482808558497,461803.0,0.7614285714286135
poc,midday,844,False,0.06928910056349263,0.04647337000127066,0.06501641301355267,302677.0,0.4512359550560931
vah,open_30m,570,True,0.03785887054369688,0.12304132926701786,-0.09885371753076608,426917.0,0.0952380952380179
high,midday,786,True,0.018898034604407827,0.08819082815387534,-0.010498908113558577,408708.0,0.48387096774195026
close,open_30m,570,True,0.03785887054369688,0.12304132926701786,-0.09885371753076608,426917.0,0.0952380952380179
high,60_150m,679,False,0.06923173750681492,0.014685520077214373,0.03153190953718768,109535.0,0.2000000000001137
close,midday,783,False,0.12800604356401493,0.02308305703613834,0.11331682545011197,404927.0,0.18421052631577373
val,open_30m,574,True,0.04152527798866215,0.023489046135008157,0.014261206581962853,149841.0,0.7090909090905897
low,60_150m,634,False,0.016773733047824913,0.27291430490824925,-0.1868413318218051,495279.0,0.6785714285713488
close,open_30m,570,True,0.03356338234984963,0.04614965073105815,-0.028319103857701276,501821.0,0.8333333333333071
low,60_150m,716,True,0.02536086396009987,0.039097998605152964,-0.027474269290106185,174563.0,0.36842105263154745
low,open_30m,570,True,0.09139602108485097,0.004314742390742082,0.08714504335997811,876080.0,0.8529411764707112
poc,30_60m,601,True,0.05388217905495043,0.12927463512393347,-0.06538272320107345,356316.0,0.9515098082433484
vah,30_60m,613,True,0.08937311146104096,0.044686555730514436,0.025535174703154563,187861.0,0.13636363636353066
val,open_30m,571,True,0.019203277359342782,0.12375445409349521,-0.027738067296817687,353060.0,0.9487179487179935
low,open_30m,570,False,0.17077596328317032,0.032020493115589126,0.13555342085601257,742585.0,0.9714285714285946
close,open_30m,571,True,0.019203277359342782,0.12375445409349521,-0.027738067296817687,353060.0,0.9487179487179935
poc,open_30m,570,False,0.22465178972592725,0.0556280622178461,0.19897729947153486,601343.0,0.6138107416879721
vah,30_60m,601,True,0.0021317870771048,0.283527681255205,-0.03837216738792275,249678.0,0.7333333333333165
val,midday,782,False,0.022475998844083214,0.10381770894652073,-0.06528742521379102,162261.0,0.17543859649128757
low,midday,783,False,0.06960134491213925,0.05675186585143569,-0.04567989806080027,271002.0,0.09328358208947705
close,open_30m,570,False,0.22465178972592725,0.0556280622178461,0.19897729947153486,601343.0,0.6138107416879721
vah,open_30m,571,True,0.06718781660925437,0.10131496155364314,-0.0607889769321883,296321.0,0.7413793103446891
high,60_150m,634,True,0.06377279877556467,0.06696143871433989,-0.0637940563751512,154413.0,0.9585062240664253
poc,60_150m,713,True,0.0008231687819031622,0.10998801339612,-0.1057666350274255,197989.0,0.6181250000002145
vah,midday,782,True,0.12114444631720644,0.06109893814259659,0.061098938142584616,345420.0,0.3777777777776964
high,midday,782,True,0.12114444631720644,0.06109893814259659,0.061098938142584616,345420.0,0.3777777777776964
close,midday,782,True,0.12114444631720644,0.06109893814259659,0.061098938142584616,345420.0,0.3777777777776964
vah,open_30m,571,True,0.0,0.15170030761450642,-0.07479667944882605,372289.0,0.7812500000000167
high,open_30m,575,True,0.05052950712676782,0.07789965682041974,0.04210792260564782,432052.0,0.6774193548388221
close,30_60m,605,False,0.15662485361916723,0.01265996391910331,0.07912477449439269,189074.0,0.20312499999999722
poc,30_60m,604,False,0.02526368976189068,0.2989536621823651,-0.0336007073833158,337480.0,0.12355848434929863
vah,open_30m,588,False,0.04199563245422237,0.17008231143961075,-0.13333613304216171,171271.0,0.054054054054012535
val,30_60m,606,False,0.2046283990464796,0.09704027171275649,0.1898614011771479,376619.0,0.03937007874012224
high,open_30m,570,False,0.08999558500375703,0.25122982452430215,-0.22401552805887504,1031899.0,0.5478571428571056
low,30_60m,609,False,0.2617027563209677,0.052762652484065684,0.19205605504200435,445781.0,0.1489361702127428
close,open_30m,585,False,0.05979606395031013,0.18882967563257463,-0.1091015903654865,420955.0,0.18978102189780294
poc,30_60m,619,False,0.19330238030210525,-0.0021008844723609536,0.1407592596483153,246206.0,0.2727272727273354
vah,30_60m,600,False,0.1457618942754361,0.11430249263326012,-0.0010486467214050718,544339.0,0.4112903225806348
high,open_30m,571,True,0.048117154811719284,0.11924686192468477,-0.08995815899581733,207682.0,0.5581395348836594
close,30_60m,602,False,0.22458703272253913,0.03987994038998336,-0.03148416346578387,379475.0,0.38636363636367455
poc,60_150m,641,True,0.05874821593484968,0.03148350264460945,0.008395600705234756,144063.0,0.3846153846154855
val,30_60m,620,True,0.028217036529922922,0.13894051966445586,-0.09688830426964681,434814.0,0.5586813186812699
low,open_30m,570,False,0.018926648721406425,0.34271954912515923,-0.29651749663525573,786384.0,0.8644067796609549
vah,midday,787,False,0.06350888045395056,0.046499839852682204,0.016966729554983146,247060.0,0.8175757575757218
high,midday,780,False,0.042294028083232245,0.09727626459143536,-0.0190323126374503,238182.0,0.2142857142856756
vah,open_30m,580,False,0.16351858451605408,0.014674744764259277,0.13102450682375633,131361.0,0.13333333333323227
high,open_30m,576,False,0.04714559607749117,0.06390847468281634,0.04085951660048679,228460.0,0.5799999999999272
poc,open_30m,572,False,0.10751131970144556,0.02687782992536139,0.024810304546489248,180702.0,0.06493506493515505
vah,open_30m,570,True,0.14661848218894777,0.02554465668559324,0.08363448631904444,444788.0,0.9714285714285946
val,60_150m,643,False,0.010343828871697498,0.06620050477884752,-0.023790806404900722,105839.0,0.11111111111100584
close,open_30m,575,False,0.09923301151516782,0.0062020632196921124,0.04961650575758391,172858.0,0.8947368421050584
high,close_90m,922,False,0.12358393408857316,0.12731204943357916,0.09886714727085853,332246.0,0.7464074387151577
close,close_90m,922,False,0.12358393408857316,0.12731204943357916,0.09886714727085853,332246.0,0.7464074387151577
poc,midday,848,False,0.1318201478857256,0.0020596898107126333,0.06796976375357544,304321.0,0.3428571428571336
vah,open_30m,574,True,0.1538398424680013,0.022563176895309657,0.08204791598292938,260439.0,0.5
poc,open_30m,592,False,0.08721526780217759,0.0533757438949359,0.026677611327723262,148572.0,0.04347826086953298
vah,open_30m,570,True,0.028601333293694315,0.1251692758121911,0.017939904395693623,428329.0,0.7679487179488043
high,open_30m,573,True,0.15154745745804946,0.010261559154813391,0.13720994965691044,259258.0,0.6467647058822793
close,open_30m,571,True,0.06354021480692021,0.09633516438469035,0.02254652783471625,219173.0,0.6842105263157737
poc,30_60m,625,False,0.09639963073135614,0.05539029644065685,0.06667350497486689,164125.0,0.1818181818182006
vah,open_30m,575,True,0.07374699269435157,0.024609652188359418,0.020449985748535272,314075.0,0.7493750000000682
high,close_90m,876,True,0.044996216227277376,0.036815086004132865,0.014316977890494178,142845.0,0.03448275862066262
close,open_30m,571,False,0.10664041671793237,0.012304663467454631,0.052294819736679266,144760.0,0.8031496062991487
vah,open_30m,570,False,0.054998777804933965,0.034364051169233516,0.014258942393871338,552713.0,0.9756097560975846
high,60_150m,708,True,0.04374809237968766,0.006104384983218956,0.03052192491606008,151570.0,0.9090909090907446
close,open_30m,590,True,0.16286313389384469,0.03045540603815493,0.13334419087558738,228679.0,0.6666666666665088
vah,midday,726,True,0.08009035835301086,0.06571516582811238,0.07700995995482082,335118.0,0.5937500000000056
high,close_90m,940,True,0.18609026400277462,0.0061348438682295985,0.04805627696775396,228307.0,0.6216216216216631
val,30_60m,604,False,0.07718870607353147,0.30672354255535056,-0.24781637213082008,212438.0,0.21428571428574328
close,60_150m,705,True,0.005084297655117297,0.0925342173232273,-0.06914644810966461,154854.0,0.01839723305613193
poc,open_30m,572,False,0.17021966442408507,0.01823782118830182,0.11753262543567806,237151.0,0.4761904761905664
vah,open_30m,583,True,0.16799265277584816,0.06281253181870391,0.16795216774083638,209748.0,0.6485000000001064
val,30_60m,614,False,0.1442092862655962,0.05890238453100776,0.03249786732746172,642221.0,0.8947368421050584
close,30_60m,603,False,0.05377598749961674,0.12480087665006222,0.03145387948090399,250985.0,0.9857142857142996
poc,open_30m,570,False,0.10845501125831832,0.03015205999234491,-0.0040376842494671585,391300.0,0.11928571428567707
vah,open_30m,577,True,0.12242358560618878,0.004013888052669969,0.0762638730005811,127995.0,0.555555555555345
val,60_150m,690,False,0.07638651576979424,0.024122057611515174,0.01206102880574616,151514.0,1.0
high,close_90m,920,True,0.03811281392923007,0.013038594238946828,0.03710984514161965,385365.0,0.9310344827586747
close,open_30m,570,False,0.10845501125831832,0.03015205999234491,-0.0040376842494671585,391300.0,0.11928571428567707
high,open_30m,570,False,0.13236532830611852,0.003008302916045557,0.11230997553247007,488506.0,0.29545454545453664
poc,midday,858,False,0.07188211333413476,0.11581007148276509,0.04193123277823959,312654.0,0.1145833333333432
vah,60_150m,631,True,0.03389492573023944,0.05183929817565365,-0.04386402153324104,156743.0,0.9000000000000853
