window,level,vol_filter,split,target_mult,stop_mult,n,hit,stop_rate,exp_atr
10_00_10_30,poc,V3,oos,0.75,1.0,2,1.0,0.0,0.75
10_00_10_30,poc,V3,train,0.75,1.5,17,0.6470588235294118,0.35294117647058826,-0.04411764705882353
10_00_10_30,poc,V3,oos,0.75,1.5,2,1.0,0.0,0.75
10_00_10_30,poc,V3,train,1.0,0.5,17,0.17647058823529413,0.8235294117647058,-0.23529411764705882
10_00_10_30,poc,V3,oos,1.0,0.5,2,1.0,0.0,1.0
10_00_10_30,poc,V3,train,1.0,0.75,17,0.29411764705882354,0.7058823529411765,-0.23529411764705882
10_00_10_30,poc,V3,oos,1.0,0.75,2,1.0,0.0,1.0
10_00_10_30,poc,V3,train,1.0,1.0,17,0.35294117647058826,0.6470588235294118,-0.29411764705882354
10_00_10_30,poc,V3,oos,1.0,1.0,2,1.0,0.0,1.0
10_00_10_30,poc,V3,train,1.0,1.5,17,0.5294117647058824,0.4117647058823529,-0.08823529411764706
10_00_10_30,poc,V3,oos,1.0,1.5,2,1.0,0.0,1.0
10_00_10_30,poc,V3,train,1.5,0.5,17,0.17647058823529413,0.8235294117647058,-0.14705882352941177
10_00_10_30,poc,V3,oos,1.5,0.5,2,1.0,0.0,1.5
10_00_10_30,poc,V3,train,1.5,0.75,17,0.29411764705882354,0.7058823529411765,-0.08823529411764706
10_00_10_30,poc,V3,oos,1.5,0.75,2,1.0,0.0,1.5
10_00_10_30,poc,V3,train,1.5,1.0,17,0.29411764705882354,0.7058823529411765,-0.2647058823529412
10_00_10_30,poc,V3,oos,1.5,1.0,2,1.0,0.0,1.5
10_00_10_30,poc,V3,train,1.5,1.5,17,0.4117647058823529,0.47058823529411764,-0.08823529411764706
10_00_10_30,poc,V3,oos,1.5,1.5,2,1.0,0.0,1.5
09_30_10_00,vah,V0,train,0.3,0.5,20,0.45,0.55,-0.14
09_30_10_00,vah,V0,oos,0.3,0.5,2,0.5,0.5,-0.1
09_30_10_00,vah,V0,train,0.3,0.75,20,0.6,0.4,-0.12000000000000002
09_30_10_00,vah,V0,oos,0.3,0.75,2,0.5,0.5,-0.225
09_30_10_00,vah,V0,train,0.3,1.0,20,0.65,0.35,-0.155
09_30_10_00,vah,V0,oos,0.3,1.0,2,1.0,0.0,0.3
09_30_10_00,vah,V0,train,0.3,1.5,20,0.7,0.25,-0.16499999999999998
09_30_10_00,vah,V0,oos,0.3,1.5,2,1.0,0.0,0.3
09_30_10_00,vah,V0,train,0.5,0.5,20,0.45,0.55,-0.05
09_30_10_00,vah,V0,oos,0.5,0.5,2,0.0,1.0,-0.5
09_30_10_00,vah,V0,train,0.5,0.75,20,0.5,0.5,-0.125
09_30_10_00,vah,V0,oos,0.5,0.75,2,0.5,0.5,-0.125
09_30_10_00,vah,V0,train,0.5,1.0,20,0.55,0.45,-0.175
09_30_10_00,vah,V0,oos,0.5,1.0,2,0.5,0.5,-0.25
09_30_10_00,vah,V0,train,0.5,1.5,20,0.6,0.35,-0.225
09_30_10_00,vah,V0,oos,0.5,1.5,2,0.5,0.5,-0.5
09_30_10_00,vah,V0,train,0.75,0.5,20,0.3,0.7,-0.125
09_30_10_00,vah,V0,oos,0.75,0.5,2,0.0,1.0,-0.5
09_30_10_00,vah,V0,train,0.75,0.75,20,0.35,0.6,-0.1875
09_30_10_00,vah,V0,oos,0.75,0.75,2,0.5,0.5,0.0
09_30_10_00,vah,V0,train,0.75,1.0,20,0.45,0.5,-0.1625
09_30_10_00,vah,V0,oos,0.75,1.0,2,0.5,0.5,-0.125
09_30_10_00,vah,V0,train,0.75,1.5,20,0.5,0.4,-0.225
09_30_10_00,vah,V0,oos,0.75,1.5,2,0.5,0.5,-0.375
09_30_10_00,vah,V0,train,1.0,0.5,20,0.2,0.8,-0.2
09_30_10_00,vah,V0,oos,1.0,0.5,2,0.0,1.0,-0.5
09_30_10_00,vah,V0,train,1.0,0.75,20,0.25,0.7,-0.275
09_30_10_00,vah,V0,oos,1.0,0.75,2,0.5,0.5,0.125
09_30_10_00,vah,V0,train,1.0,1.0,20,0.4,0.55,-0.15
09_30_10_00,vah,V0,oos,1.0,1.0,2,0.5,0.5,0.0
09_30_10_00,vah,V0,train,1.0,1.5,20,0.45,0.45,-0.225
09_30_10_00,vah,V0,oos,1.0,1.5,2,0.5,0.5,-0.25
09_30_10_00,vah,V0,train,1.5,0.5,20,0.2,0.8,-0.1
09_30_10_00,vah,V0,oos,1.5,0.5,2,0.0,1.0,-0.5
09_30_10_00,vah,V0,train,1.5,0.75,20,0.25,0.7,-0.15
09_30_10_00,vah,V0,oos,1.5,0.75,2,0.5,0.5,0.375
09_30_10_00,vah,V0,train,1.5,1.0,20,0.4,0.55,0.05
09_30_10_00,vah,V0,oos,1.5,1.0,2,0.5,0.5,0.25
09_30_10_00,vah,V0,train,1.5,1.5,20,0.45,0.45,0.0
09_30_10_00,vah,V0,oos,1.5,1.5,2,0.5,0.5,0.0
09_30_10_00,vah,V1,train,0.3,0.5,3,0.3333333333333333,0.6666666666666666,-0.2333333333333333
09_30_10_00,vah,V1,train,0.3,0.75,3,0.6666666666666666,0.3333333333333333,-0.05000000000000001
09_30_10_00,vah,V1,train,0.3,1.0,3,0.6666666666666666,0.3333333333333333,-0.13333333333333333
09_30_10_00,vah,V1,train,0.3,1.5,3,0.6666666666666666,0.3333333333333333,-0.3
09_30_10_00,vah,V1,train,0.5,0.5,3,0.3333333333333333,0.6666666666666666,-0.16666666666666666
09_30_10_00,vah,V1,train,0.5,0.75,3,0.3333333333333333,0.6666666666666666,-0.3333333333333333
09_30_10_00,vah,V1,train,0.5,1.0,3,0.3333333333333333,0.6666666666666666,-0.5
09_30_10_00,vah,V1,train,0.5,1.5,3,0.3333333333333333,0.6666666666666666,-0.8333333333333334
09_30_10_00,vah,V1,train,0.75,0.5,3,0.0,1.0,-0.5
09_30_10_00,vah,V1,train,0.75,0.75,3,0.0,1.0,-0.75
09_30_10_00,vah,V1,train,0.75,1.0,3,0.0,1.0,-1.0
09_30_10_00,vah,V1,train,0.75,1.5,3,0.0,1.0,-1.5
09_30_10_00,vah,V1,train,1.0,0.5,3,0.0,1.0,-0.5
09_30_10_00,vah,V1,train,1.0,0.75,3,0.0,1.0,-0.75
09_30_10_00,vah,V1,train,1.0,1.0,3,0.0,1.0,-1.0
09_30_10_00,vah,V1,train,1.0,1.5,3,0.0,1.0,-1.5
09_30_10_00,vah,V1,train,1.5,0.5,3,0.0,1.0,-0.5
09_30_10_00,vah,V1,train,1.5,0.75,3,0.0,1.0,-0.75
09_30_10_00,vah,V1,train,1.5,1.0,3,0.0,1.0,-1.0
09_30_10_00,vah,V1,train,1.5,1.5,3,0.0,1.0,-1.5
09_30_10_00,vah,V2,train,0.3,0.5,7,0.42857142857142855,0.5714285714285714,-0.15714285714285717
09_30_10_00,vah,V2,train,0.3,0.75,7,0.42857142857142855,0.5714285714285714,-0.3
09_30_10_00,vah,V2,train,0.3,1.0,7,0.5714285714285714,0.42857142857142855,-0.2571428571428572
09_30_10_00,vah,V2,train,0.3,1.5,7,0.7142857142857143,0.2857142857142857,-0.21428571428571427
09_30_10_00,vah,V2,train,0.5,0.5,7,0.42857142857142855,0.5714285714285714,-0.07142857142857142
09_30_10_00,vah,V2,train,0.5,0.75,7,0.42857142857142855,0.5714285714285714,-0.21428571428571427
09_30_10_00,vah,V2,train,0.5,1.0,7,0.5714285714285714,0.42857142857142855,-0.14285714285714285
09_30_10_00,vah,V2,train,0.5,1.5,7,0.7142857142857143,0.2857142857142857,-0.07142857142857142
09_30_10_00,vah,V2,train,0.75,0.5,7,0.42857142857142855,0.5714285714285714,0.03571428571428571
09_30_10_00,vah,V2,train,0.75,0.75,7,0.42857142857142855,0.5714285714285714,-0.10714285714285714
09_30_10_00,vah,V2,train,0.75,1.0,7,0.5714285714285714,0.42857142857142855,0.0
09_30_10_00,vah,V2,train,0.75,1.5,7,0.7142857142857143,0.2857142857142857,0.10714285714285714
09_30_10_00,vah,V2,train,1.0,0.5,7,0.42857142857142855,0.5714285714285714,0.14285714285714285
09_30_10_00,vah,V2,train,1.0,0.75,7,0.42857142857142855,0.5714285714285714,0.0
09_30_10_00,vah,V2,train,1.0,1.0,7,0.5714285714285714,0.42857142857142855,0.14285714285714285
09_30_10_00,vah,V2,train,1.0,1.5,7,0.7142857142857143,0.2857142857142857,0.2857142857142857
09_30_10_00,vah,V2,train,1.5,0.5,7,0.42857142857142855,0.5714285714285714,0.35714285714285715
09_30_10_00,vah,V2,train,1.5,0.75,7,0.42857142857142855,0.5714285714285714,0.21428571428571427
09_30_10_00,vah,V2,train,1.5,1.0,7,0.5714285714285714,0.42857142857142855,0.42857142857142855
09_30_10_00,vah,V2,train,1.5,1.5,7,0.7142857142857143,0.2857142857142857,0.6428571428571429
09_30_10_00,vah,V3,train,0.3,0.5,1,0.0,1.0,-0.5
09_30_10_00,vah,V3,train,0.3,0.75,1,0.0,1.0,-0.75
09_30_10_00,vah,V3,train,0.3,1.0,1,0.0,1.0,-1.0
09_30_10_00,vah,V3,train,0.3,1.5,1,0.0,1.0,-1.5
09_30_10_00,vah,V3,train,0.5,0.5,1,0.0,1.0,-0.5
09_30_10_00,vah,V3,train,0.5,0.75,1,0.0,1.0,-0.75
09_30_10_00,vah,V3,train,0.5,1.0,1,0.0,1.0,-1.0
09_30_10_00,vah,V3,train,0.5,1.5,1,0.0,1.0,-1.5
09_30_10_00,vah,V3,train,0.75,0.5,1,0.0,1.0,-0.5
09_30_10_00,vah,V3,train,0.75,0.75,1,0.0,1.0,-0.75
09_30_10_00,vah,V3,train,0.75,1.0,1,0.0,1.0,-1.0
09_30_10_00,vah,V3,train,0.75,1.5,1,0.0,1.0,-1.5
09_30_10_00,vah,V3,train,1.0,0.5,1,0.0,1.0,-0.5
09_30_10_00,vah,V3,train,1.0,0.75,1,0.0,1.0,-0.75
09_30_10_00,vah,V3,train,1.0,1.0,1,0.0,1.0,-1.0
09_30_10_00,vah,V3,train,1.0,1.5,1,0.0,1.0,-1.5
09_30_10_00,vah,V3,train,1.5,0.5,1,0.0,1.0,-0.5
09_30_10_00,vah,V3,train,1.5,0.75,1,0.0,1.0,-0.75
09_30_10_00,vah,V3,train,1.5,1.0,1,0.0,1.0,-1.0
09_30_10_00,vah,V3,train,1.5,1.5,1,0.0,1.0,-1.5
09_30_10_00,poc,V0,train,0.3,0.5,35,0.42857142857142855,0.5714285714285714,-0.15714285714285714
09_30_10_00,poc,V0,oos,0.3,0.5,2,0.5,0.5,-0.1
09_30_10_00,poc,V0,train,0.3,0.75,35,0.6,0.4,-0.12000000000000001
09_30_10_00,poc,V0,oos,0.3,0.75,2,0.5,0.5,-0.225
09_30_10_00,poc,V0,train,0.3,1.0,35,0.6571428571428571,0.34285714285714286,-0.14571428571428574
09_30_10_00,poc,V0,oos,0.3,1.0,2,0.5,0.5,-0.35
09_30_10_00,poc,V0,train,0.3,1.5,35,0.8,0.2,-0.05999999999999999
09_30_10_00,poc,V0,oos,0.3,1.5,2,0.5,0.5,-0.6
09_30_10_00,poc,V0,train,0.5,0.5,35,0.42857142857142855,0.5714285714285714,-0.07142857142857142
09_30_10_00,poc,V0,oos,0.5,0.5,2,0.5,0.5,0.0
09_30_10_00,poc,V0,train,0.5,0.75,35,0.5714285714285714,0.42857142857142855,-0.03571428571428571
09_30_10_00,poc,V0,oos,0.5,0.75,2,0.5,0.5,-0.125
09_30_10_00,poc,V0,train,0.5,1.0,35,0.6571428571428571,0.34285714285714286,-0.014285714285714285
09_30_10_00,poc,V0,oos,0.5,1.0,2,0.5,0.5,-0.25
09_30_10_00,poc,V0,train,0.5,1.5,35,0.8,0.2,0.1
09_30_10_00,poc,V0,oos,0.5,1.5,2,0.5,0.5,-0.5
09_30_10_00,poc,V0,train,0.75,0.5,35,0.34285714285714286,0.6571428571428571,-0.07142857142857142
09_30_10_00,poc,V0,oos,0.75,0.5,2,0.5,0.5,0.125
09_30_10_00,poc,V0,train,0.75,0.75,35,0.4857142857142857,0.5142857142857142,-0.02142857142857143
09_30_10_00,poc,V0,oos,0.75,0.75,2,0.5,0.5,0.0
09_30_10_00,poc,V0,train,0.75,1.0,35,0.5142857142857142,0.4857142857142857,-0.1
09_30_10_00,poc,V0,oos,0.75,1.0,2,0.5,0.5,-0.125
09_30_10_00,poc,V0,train,0.75,1.5,35,0.6571428571428571,0.34285714285714286,-0.02142857142857143
09_30_10_00,poc,V0,oos,0.75,1.5,2,0.5,0.5,-0.375
09_30_10_00,poc,V0,train,1.0,0.5,35,0.2857142857142857,0.7142857142857143,-0.07142857142857142
09_30_10_00,poc,V0,oos,1.0,0.5,2,0.5,0.5,0.25
09_30_10_00,poc,V0,train,1.0,0.75,35,0.37142857142857144,0.6285714285714286,-0.1
09_30_10_00,poc,V0,oos,1.0,0.75,2,0.5,0.5,0.125
09_30_10_00,poc,V0,train,1.0,1.0,35,0.4,0.5714285714285714,-0.17142857142857143
09_30_10_00,poc,V0,oos,1.0,1.0,2,0.5,0.5,0.0
09_30_10_00,poc,V0,train,1.0,1.5,35,0.5428571428571428,0.42857142857142855,-0.1
09_30_10_00,poc,V0,oos,1.0,1.5,2,0.5,0.5,-0.25
09_30_10_00,poc,V0,train,1.5,0.5,35,0.2,0.8,-0.1
09_30_10_00,poc,V0,oos,1.5,0.5,2,0.5,0.5,0.5
09_30_10_00,poc,V0,train,1.5,0.75,35,0.2857142857142857,0.7142857142857143,-0.10714285714285714
09_30_10_00,poc,V0,oos,1.5,0.75,2,0.5,0.5,0.375
09_30_10_00,poc,V0,train,1.5,1.0,35,0.3142857142857143,0.6285714285714286,-0.15714285714285714
09_30_10_00,poc,V0,oos,1.5,1.0,2,0.5,0.5,0.25
09_30_10_00,poc,V0,train,1.5,1.5,35,0.4857142857142857,0.45714285714285713,0.04285714285714286
09_30_10_00,poc,V0,oos,1.5,1.5,2,0.5,0.5,0.0
09_30_10_00,poc,V1,train,0.3,0.5,11,0.45454545454545453,0.5454545454545454,-0.13636363636363635
09_30_10_00,poc,V1,train,0.3,0.75,11,0.6363636363636364,0.36363636363636365,-0.0818181818181818
09_30_10_00,poc,V1,train,0.3,1.0,11,0.7272727272727273,0.2727272727272727,-0.05454545454545456
09_30_10_00,poc,V1,train,0.3,1.5,11,0.8181818181818182,0.18181818181818182,-0.027272727272727296
09_30_10_00,poc,V1,train,0.5,0.5,11,0.45454545454545453,0.5454545454545454,-0.045454545454545456
09_30_10_00,poc,V1,train,0.5,0.75,11,0.5454545454545454,0.45454545454545453,-0.06818181818181818
09_30_10_00,poc,V1,train,0.5,1.0,11,0.7272727272727273,0.2727272727272727,0.09090909090909091
09_30_10_00,poc,V1,train,0.5,1.5,11,0.8181818181818182,0.18181818181818182,0.13636363636363635
09_30_10_00,poc,V1,train,0.75,0.5,11,0.45454545454545453,0.5454545454545454,0.06818181818181818
09_30_10_00,poc,V1,train,0.75,0.75,11,0.5454545454545454,0.45454545454545453,0.06818181818181818
09_30_10_00,poc,V1,train,0.75,1.0,11,0.6363636363636364,0.36363636363636365,0.11363636363636363
09_30_10_00,poc,V1,train,0.75,1.5,11,0.7272727272727273,0.2727272727272727,0.13636363636363635
09_30_10_00,poc,V1,train,1.0,0.5,11,0.2727272727272727,0.7272727272727273,-0.09090909090909091
09_30_10_00,poc,V1,train,1.0,0.75,11,0.36363636363636365,0.6363636363636364,-0.11363636363636363
09_30_10_00,poc,V1,train,1.0,1.0,11,0.45454545454545453,0.5454545454545454,-0.09090909090909091
09_30_10_00,poc,V1,train,1.0,1.5,11,0.5454545454545454,0.45454545454545453,-0.13636363636363635
09_30_10_00,poc,V1,train,1.5,0.5,11,0.09090909090909091,0.9090909090909091,-0.3181818181818182
09_30_10_00,poc,V1,train,1.5,0.75,11,0.09090909090909091,0.9090909090909091,-0.5454545454545454
09_30_10_00,poc,V1,train,1.5,1.0,11,0.18181818181818182,0.7272727272727273,-0.45454545454545453
09_30_10_00,poc,V1,train,1.5,1.5,11,0.36363636363636365,0.5454545454545454,-0.2727272727272727
09_30_10_00,poc,V2,train,0.3,0.5,14,0.5714285714285714,0.42857142857142855,-0.042857142857142864
09_30_10_00,poc,V2,train,0.3,0.75,14,0.5714285714285714,0.42857142857142855,-0.15
09_30_10_00,poc,V2,train,0.3,1.0,14,0.6428571428571429,0.35714285714285715,-0.1642857142857143
09_30_10_00,poc,V2,train,0.3,1.5,14,0.8571428571428571,0.14285714285714285,0.04285714285714283
09_30_10_00,poc,V2,train,0.5,0.5,14,0.5714285714285714,0.42857142857142855,0.07142857142857142
09_30_10_00,poc,V2,train,0.5,0.75,14,0.5714285714285714,0.42857142857142855,-0.03571428571428571
09_30_10_00,poc,V2,train,0.5,1.0,14,0.6428571428571429,0.35714285714285715,-0.03571428571428571
09_30_10_00,poc,V2,train,0.5,1.5,14,0.8571428571428571,0.14285714285714285,0.21428571428571427
09_30_10_00,poc,V2,train,0.75,0.5,14,0.42857142857142855,0.5714285714285714,0.03571428571428571
09_30_10_00,poc,V2,train,0.75,0.75,14,0.5,0.5,0.0
09_30_10_00,poc,V2,train,0.75,1.0,14,0.5,0.5,-0.125
09_30_10_00,poc,V2,train,0.75,1.5,14,0.7142857142857143,0.2857142857142857,0.10714285714285714
09_30_10_00,poc,V2,train,1.0,0.5,14,0.42857142857142855,0.5714285714285714,0.14285714285714285
09_30_10_00,poc,V2,train,1.0,0.75,14,0.42857142857142855,0.5714285714285714,0.0
09_30_10_00,poc,V2,train,1.0,1.0,14,0.42857142857142855,0.5,-0.07142857142857142
09_30_10_00,poc,V2,train,1.0,1.5,14,0.6428571428571429,0.2857142857142857,0.21428571428571427
09_30_10_00,poc,V2,train,1.5,0.5,14,0.35714285714285715,0.6428571428571429,0.21428571428571427
09_30_10_00,poc,V2,train,1.5,0.75,14,0.42857142857142855,0.5714285714285714,0.21428571428571427
09_30_10_00,poc,V2,train,1.5,1.0,14,0.42857142857142855,0.5,0.14285714285714285
09_30_10_00,poc,V2,train,1.5,1.5,14,0.6428571428571429,0.2857142857142857,0.5357142857142857
09_30_10_00,poc,V3,train,0.3,0.5,2,0.5,0.5,-0.1
09_30_10_00,poc,V3,train,0.3,0.75,2,0.5,0.5,-0.225
09_30_10_00,poc,V3,train,0.3,1.0,2,0.5,0.5,-0.35
09_30_10_00,poc,V3,train,0.3,1.5,2,1.0,0.0,0.3
09_30_10_00,poc,V3,train,0.5,0.5,2,0.5,0.5,0.0
09_30_10_00,poc,V3,train,0.5,0.75,2,0.5,0.5,-0.125
09_30_10_00,poc,V3,train,0.5,1.0,2,0.5,0.5,-0.25
09_30_10_00,poc,V3,train,0.5,1.5,2,1.0,0.0,0.5
09_30_10_00,poc,V3,train,0.75,0.5,2,0.5,0.5,0.125
09_30_10_00,poc,V3,train,0.75,0.75,2,0.5,0.5,0.0
09_30_10_00,poc,V3,train,0.75,1.0,2,0.5,0.5,-0.125
09_30_10_00,poc,V3,train,0.75,1.5,2,1.0,0.0,0.75
09_30_10_00,poc,V3,train,1.0,0.5,2,0.5,0.5,0.25
09_30_10_00,poc,V3,train,1.0,0.75,2,0.5,0.5,0.125
09_30_10_00,poc,V3,train,1.0,1.0,2,0.5,0.5,0.0
09_30_10_00,poc,V3,train,1.0,1.5,2,1.0,0.0,1.0
09_30_10_00,poc,V3,train,1.5,0.5,2,0.5,0.5,0.5
09_30_10_00,poc,V3,train,1.5,0.75,2,0.5,0.5,0.375
09_30_10_00,poc,V3,train,1.5,1.0,2,0.5,0.5,0.25
09_30_10_00,poc,V3,train,1.5,1.5,2,1.0,0.0,1.5
09_30_10_30,vah,V0,train,0.3,0.5,85,0.4235294117647059,0.5764705882352941,-0.1611764705882353
09_30_10_30,vah,V0,oos,0.3,0.5,5,0.6,0.4,-0.020000000000000018
09_30_10_30,vah,V0,train,0.3,0.75,85,0.5764705882352941,0.4235294117647059,-0.14470588235294118
09_30_10_30,vah,V0,oos,0.3,0.75,5,0.6,0.4,-0.12000000000000002
09_30_10_30,vah,V0,train,0.3,1.0,85,0.6470588235294118,0.35294117647058826,-0.1588235294117647
09_30_10_30,vah,V0,oos,0.3,1.0,5,0.8,0.2,0.039999999999999994
09_30_10_30,vah,V0,train,0.3,1.5,85,0.7058823529411765,0.2823529411764706,-0.21176470588235294
09_30_10_30,vah,V0,oos,0.3,1.5,5,1.0,0.0,0.3
09_30_10_30,vah,V0,train,0.5,0.5,85,0.38823529411764707,0.611764705882353,-0.11176470588235295
09_30_10_30,vah,V0,oos,0.5,0.5,5,0.4,0.6,-0.1
09_30_10_30,vah,V0,train,0.5,0.75,85,0.5058823529411764,0.49411764705882355,-0.11764705882352941
09_30_10_30,vah,V0,oos,0.5,0.75,5,0.6,0.4,0.0
09_30_10_30,vah,V0,train,0.5,1.0,85,0.5764705882352941,0.4235294117647059,-0.13529411764705881
09_30_10_30,vah,V0,oos,0.5,1.0,5,0.6,0.4,-0.1
09_30_10_30,vah,V0,train,0.5,1.5,85,0.6235294117647059,0.36470588235294116,-0.23529411764705882
09_30_10_30,vah,V0,oos,0.5,1.5,5,0.8,0.2,0.1
09_30_10_30,vah,V0,train,0.75,0.5,85,0.29411764705882354,0.7058823529411765,-0.1323529411764706
09_30_10_30,vah,V0,oos,0.75,0.5,5,0.2,0.8,-0.25
09_30_10_30,vah,V0,train,0.75,0.75,85,0.4117647058823529,0.5764705882352941,-0.12352941176470589
09_30_10_30,vah,V0,oos,0.75,0.75,5,0.4,0.6,-0.15
09_30_10_30,vah,V0,train,0.75,1.0,85,0.4823529411764706,0.49411764705882355,-0.1323529411764706
09_30_10_30,vah,V0,oos,0.75,1.0,5,0.4,0.6,-0.3
09_30_10_30,vah,V0,train,0.75,1.5,85,0.5176470588235295,0.43529411764705883,-0.2647058823529412
09_30_10_30,vah,V0,oos,0.75,1.5,5,0.8,0.2,0.3
09_30_10_30,vah,V0,train,1.0,0.5,85,0.25882352941176473,0.7411764705882353,-0.11176470588235295
09_30_10_30,vah,V0,oos,1.0,0.5,5,0.2,0.8,-0.2
09_30_10_30,vah,V0,train,1.0,0.75,85,0.35294117647058826,0.6352941176470588,-0.12352941176470589
09_30_10_30,vah,V0,oos,1.0,0.75,5,0.4,0.6,-0.05
09_30_10_30,vah,V0,train,1.0,1.0,85,0.4470588235294118,0.5294117647058824,-0.08235294117647059
09_30_10_30,vah,V0,oos,1.0,1.0,5,0.4,0.6,-0.2
09_30_10_30,vah,V0,train,1.0,1.5,85,0.4823529411764706,0.47058823529411764,-0.2235294117647059
09_30_10_30,vah,V0,oos,1.0,1.5,5,0.8,0.2,0.5
09_30_10_30,vah,V0,train,1.5,0.5,85,0.2235294117647059,0.7764705882352941,-0.052941176470588235
09_30_10_30,vah,V0,oos,1.5,0.5,5,0.2,0.8,-0.1
09_30_10_30,vah,V0,train,1.5,0.75,85,0.29411764705882354,0.6941176470588235,-0.07941176470588235
09_30_10_30,vah,V0,oos,1.5,0.75,5,0.4,0.6,0.15
09_30_10_30,vah,V0,train,1.5,1.0,85,0.36470588235294116,0.6,-0.052941176470588235
09_30_10_30,vah,V0,oos,1.5,1.0,5,0.4,0.6,0.0
09_30_10_30,vah,V0,train,1.5,1.5,85,0.4,0.5294117647058824,-0.19411764705882353
09_30_10_30,vah,V0,oos,1.5,1.5,5,0.8,0.2,0.9
09_30_10_30,vah,V1,train,0.3,0.5,34,0.35294117647058826,0.6470588235294118,-0.21764705882352942
09_30_10_30,vah,V1,oos,0.3,0.5,1,1.0,0.0,0.3
09_30_10_30,vah,V1,train,0.3,0.75,34,0.5,0.5,-0.225
09_30_10_30,vah,V1,oos,0.3,0.75,1,1.0,0.0,0.3
09_30_10_30,vah,V1,train,0.3,1.0,34,0.5588235294117647,0.4411764705882353,-0.2735294117647059
09_30_10_30,vah,V1,oos,0.3,1.0,1,1.0,0.0,0.3
09_30_10_30,vah,V1,train,0.3,1.5,34,0.6176470588235294,0.38235294117647056,-0.388235294117647
09_30_10_30,vah,V1,oos,0.3,1.5,1,1.0,0.0,0.3
09_30_10_30,vah,V1,train,0.5,0.5,34,0.3235294117647059,0.6764705882352942,-0.17647058823529413
09_30_10_30,vah,V1,oos,0.5,0.5,1,1.0,0.0,0.5
09_30_10_30,vah,V1,train,0.5,0.75,34,0.4411764705882353,0.5588235294117647,-0.19852941176470587
09_30_10_30,vah,V1,oos,0.5,0.75,1,1.0,0.0,0.5
09_30_10_30,vah,V1,train,0.5,1.0,34,0.5,0.5,-0.25
09_30_10_30,vah,V1,oos,0.5,1.0,1,1.0,0.0,0.5
09_30_10_30,vah,V1,train,0.5,1.5,34,0.5588235294117647,0.4411764705882353,-0.38235294117647056
09_30_10_30,vah,V1,oos,0.5,1.5,1,1.0,0.0,0.5
09_30_10_30,vah,V1,train,0.75,0.5,34,0.2647058823529412,0.7352941176470589,-0.16911764705882354
09_30_10_30,vah,V1,oos,0.75,0.5,1,1.0,0.0,0.75
09_30_10_30,vah,V1,train,0.75,0.75,34,0.38235294117647056,0.6176470588235294,-0.17647058823529413
09_30_10_30,vah,V1,oos,0.75,0.75,1,1.0,0.0,0.75
09_30_10_30,vah,V1,train,0.75,1.0,34,0.4117647058823529,0.5882352941176471,-0.27941176470588236
09_30_10_30,vah,V1,oos,0.75,1.0,1,1.0,0.0,0.75
09_30_10_30,vah,V1,train,0.75,1.5,34,0.4411764705882353,0.5294117647058824,-0.4632352941176471
09_30_10_30,vah,V1,oos,0.75,1.5,1,1.0,0.0,0.75
09_30_10_30,vah,V1,train,1.0,0.5,34,0.23529411764705882,0.7647058823529411,-0.14705882352941177
09_30_10_30,vah,V1,oos,1.0,0.5,1,1.0,0.0,1.0
09_30_10_30,vah,V1,train,1.0,0.75,34,0.3235294117647059,0.6764705882352942,-0.18382352941176472
09_30_10_30,vah,V1,oos,1.0,0.75,1,1.0,0.0,1.0
09_30_10_30,vah,V1,train,1.0,1.0,34,0.38235294117647056,0.6176470588235294,-0.23529411764705882
09_30_10_30,vah,V1,oos,1.0,1.0,1,1.0,0.0,1.0
09_30_10_30,vah,V1,train,1.0,1.5,34,0.4117647058823529,0.5588235294117647,-0.4264705882352941
09_30_10_30,vah,V1,oos,1.0,1.5,1,1.0,0.0,1.0
09_30_10_30,vah,V1,train,1.5,0.5,34,0.17647058823529413,0.8235294117647058,-0.14705882352941177
09_30_10_30,vah,V1,oos,1.5,0.5,1,1.0,0.0,1.5
09_30_10_30,vah,V1,train,1.5,0.75,34,0.23529411764705882,0.7647058823529411,-0.22058823529411764
09_30_10_30,vah,V1,oos,1.5,0.75,1,1.0,0.0,1.5
09_30_10_30,vah,V1,train,1.5,1.0,34,0.2647058823529412,0.7352941176470589,-0.3382352941176471
09_30_10_30,vah,V1,oos,1.5,1.0,1,1.0,0.0,1.5
09_30_10_30,vah,V1,train,1.5,1.5,34,0.29411764705882354,0.6470588235294118,-0.5294117647058824
09_30_10_30,vah,V1,oos,1.5,1.5,1,1.0,0.0,1.5
09_30_10_30,vah,V2,train,0.3,0.5,25,0.4,0.6,-0.18
09_30_10_30,vah,V2,oos,0.3,0.5,1,0.0,1.0,-0.5
09_30_10_30,vah,V2,train,0.3,0.75,25,0.44,0.56,-0.28800000000000003
09_30_10_30,vah,V2,oos,0.3,0.75,1,0.0,1.0,-0.75
09_30_10_30,vah,V2,train,0.3,1.0,25,0.52,0.48,-0.324
09_30_10_30,vah,V2,oos,0.3,1.0,1,0.0,1.0,-1.0
09_30_10_30,vah,V2,train,0.3,1.5,25,0.64,0.36,-0.348
09_30_10_30,vah,V2,oos,0.3,1.5,1,1.0,0.0,0.3
09_30_10_30,vah,V2,train,0.5,0.5,25,0.28,0.72,-0.22
09_30_10_30,vah,V2,oos,0.5,0.5,1,0.0,1.0,-0.5
