group,n,hit_1_min,mfe_1_mean,mae_1_mean,hit_5_min,mfe_5_mean,mae_5_mean,hit_10_min,mfe_10_mean,mae_10_mean,hit_15_min,mfe_15_mean,mae_15_mean,fp_hit,fp_stop,fp_timeout,fp_expectancy_usd
ALL,24550.0,0.13633401221995928,0.17636669449430242,0.18097786450724218,0.25979633401221996,0.39948445130859467,0.41162271152481533,0.26236252545824845,0.5620135075343323,0.5768592728638812,0.24338085539714868,0.6835093500855697,0.7011739032433106,0.4005295315682281,0.5371486761710794,0.03816700610997963,-0.014128309572301422
tier_1,24550.0,0.13633401221995928,0.17636669449430242,0.18097786450724218,0.25979633401221996,0.39948445130859467,0.41162271152481533,0.26236252545824845,0.5620135075343323,0.5768592728638812,0.24338085539714868,0.6835093500855697,0.7011739032433106,0.4005295315682281,0.5371486761710794,0.03816700610997963,-0.014128309572301422
at,509.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0
from_above,12153.0,0.1393071669546614,0.1806917334214222,0.18606781732595626,0.2634740393318522,0.40280491370055355,0.42150185812205815,0.2700567761046655,0.5633251218102235,0.5929549178297135,0.25310622891467127,0.6843506317614994,0.7198297216946073,0.4129021640747141,0.542088373241175,0.041388957459063604,-0.011651444087879548
from_below,11888.0,0.13913189771197845,0.17194637913571925,0.17577578494260607,0.2671601615074024,0.39609084233625924,0.40152593686698146,0.26573014804845224,0.5606729996623904,0.5604090563808237,0.2438593539703903,0.6826495357866305,0.682107115124915,0.40503028263795426,0.5550975773889637,0.03650740242261104,-0.017265309555854643
first_touch_tier_1,1011.0,0.218595450049456,0.2606136047666342,0.2700200595829192,0.2502472799208704,0.5702344587884824,0.5796625620655406,0.2344213649851632,0.7870207547169821,0.7756318768619643,0.20375865479723046,0.9359918570009936,0.934905958291955,0.4025717111770524,0.5835806132542037,0.009891196834817012,-0.025123639960435217
