config,direction,horizon,target,stop,n,hit,stop_rate,timeout,expectancy,r_multiple
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.15,0.25,585,0.5333333333333333,0.4547008547008547,0.011965811965811967,-0.03367521367521368,-0.13470085470085472
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.15,0.3,585,0.6034188034188034,0.38461538461538464,0.011965811965811967,-0.02487179487179488,-0.08290598290598293
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.15,0.5,585,0.747008547008547,0.22393162393162394,0.02905982905982906,8.547008547008062e-05,0.00017094017094016124
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.15,0.75,585,0.8068376068376069,0.14017094017094017,0.05299145299145299,0.01589743589743589,0.021196581196581188
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.15,1.0,585,0.8290598290598291,0.09572649572649573,0.07521367521367521,0.02863247863247863,0.02863247863247863
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.15,1.5,585,0.8461538461538461,0.05982905982905983,0.09401709401709402,0.03717948717948718,0.024786324786324785
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.2,0.15,585,0.3811965811965812,0.6136752136752137,0.005128205128205128,-0.01581196581196581,-0.10541310541310542
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.2,0.2,585,0.4512820512820513,0.5367521367521367,0.011965811965811967,-0.017094017094017096,-0.08547008547008547
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.2,0.25,585,0.4888888888888889,0.49572649572649574,0.015384615384615385,-0.02615384615384615,-0.1046153846153846
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.2,0.3,585,0.5487179487179488,0.4358974358974359,0.015384615384615385,-0.02102564102564102,-0.07008547008547007
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.2,0.5,585,0.6871794871794872,0.27350427350427353,0.039316239316239315,0.0006837606837606935,0.001367521367521387
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.2,0.75,585,0.7521367521367521,0.1794871794871795,0.06837606837606838,0.01581196581196581,0.021082621082621083
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.2,1.0,585,0.7760683760683761,0.1282051282051282,0.09572649572649573,0.02700854700854703,0.02700854700854703
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.2,1.5,585,0.7914529914529914,0.07521367521367521,0.13333333333333333,0.045470085470085485,0.030313390313390323
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.3,0.15,585,0.31965811965811963,0.6735042735042736,0.006837606837606838,-0.005128205128205116,-0.03418803418803411
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.3,0.2,585,0.38290598290598293,0.6017094017094017,0.015384615384615385,-0.005470085470085475,-0.027350427350427375
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.3,0.25,585,0.4188034188034188,0.558974358974359,0.022222222222222223,-0.014102564102564103,-0.05641025641025641
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.3,0.3,585,0.4735042735042735,0.5025641025641026,0.023931623931623933,-0.008717948717948733,-0.029059829059829113
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.3,0.5,585,0.6051282051282051,0.3333333333333333,0.06153846153846154,0.014871794871794877,0.029743589743589753
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.3,0.75,585,0.6666666666666666,0.23076923076923078,0.10256410256410256,0.026923076923076925,0.0358974358974359
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.3,1.0,585,0.6923076923076923,0.16923076923076924,0.13846153846153847,0.038461538461538464,0.038461538461538464
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.3,1.5,585,0.7145299145299145,0.09914529914529914,0.18632478632478633,0.06564102564102563,0.043760683760683754
